Player,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
Hunter Henry,3.1,34.9,0.2,0.0,7.6,NE,14,2023,te
Chig Okonkwo,3.1,34.9,0.2,0.0,7.6,TEN,14,2023,te
Brevin Jordan,2.9,31.1,0.2,0.0,7.0,HOU,14,2023,te
Tyler Conklin,3.0,31.1,0.1,0.0,6.9,LAC,14,2023,te
Juwan Johnson,2.6,29.9,0.2,0.0,6.7,NO,14,2023,te
Cade Otton,2.9,28.7,0.2,0.0,6.6,TB,14,2023,te
Michael Mayer,2.8,28.9,0.1,0.0,6.5,LV,14,2023,te
Jonnu Smith,2.4,28.4,0.2,0.0,6.3,PIT,14,2023,te
Tucker Kraft,2.5,27.8,0.2,0.0,6.3,GB,14,2023,te
Tanner Hudson,2.5,25.8,0.2,0.0,6.0,CIN,14,2023,te
Noah Fant,2.3,22.8,0.1,0.0,5.2,CIN,14,2023,te
Daniel Bellinger,2.2,21.8,0.1,0.0,5.0,NYG,14,2023,te
Dawson Knox,1.8,19.6,0.1,0.0,4.6,BUF,14,2023,te
Tommy Tremble,1.8,16.9,0.1,0.0,4.3,CAR,14,2023,te
Donald Parham Jr.,1.6,17.3,0.1,0.0,4.1,PIT,14,2023,te
Kylen Granson,1.6,17.8,0.1,0.0,3.8,PHI,14,2023,te
Adam Trautman,1.4,15.4,0.1,0.0,3.7,DEN,14,2023,te
Foster Moreau,1.4,16.3,0.1,0.0,3.6,NO,14,2023,te
Jeremy Ruckert,1.5,15.4,0.1,0.0,3.5,NYJ,14,2023,te
Harrison Bryant,1.3,12.5,0.1,0.0,3.4,PHI,14,2023,te
Noah Gray,1.3,13.4,0.1,0.0,3.3,KC,14,2023,te
Mike Gesicki,1.3,13.5,0.1,0.0,3.1,CIN,14,2023,te
Will Mallory,1.2,12.4,0.1,0.0,2.9,IND,14,2023,te
Andrew Beck,1.1,10.5,0.1,0.0,2.8,NYJ,14,2023,te
Drew Ogletree,1.1,12.4,0.1,0.0,2.8,IND,14,2023,te
Hunter Long,1.2,12.8,0.1,0.0,2.8,JAC,14,2023,te
Durham Smythe,1.2,11.3,0.1,0.0,2.7,CHI,14,2023,te
Austin Hooper,1.2,11.2,0.1,0.0,2.7,NE,14,2023,te
Connor Heyward,1.0,10.7,0.1,0.0,2.5,PIT,14,2023,te
Will Dissly,1.1,10.8,0.0,0.0,2.5,LAC,14,2023,te
Robert Tonyan,1.0,10.0,0.1,0.0,2.5,KC,14,2023,te
Luke Farrell,1.1,10.1,0.1,0.0,2.4,SF,14,2023,te
Drew Sample,0.9,7.3,0.1,0.0,2.0,CIN,14,2023,te
Irv Smith Jr.,0.8,7.5,0.0,0.0,1.9,HOU,14,2023,te
Brock Wright,0.8,7.0,0.1,0.0,1.8,DET,14,2023,te
Ian Thomas,0.8,7.2,0.0,0.0,1.7,LV,14,2023,te
Eric Saubert,0.7,7.1,0.0,0.0,1.7,SEA,14,2023,te
Pharaoh Brown,0.7,7.4,0.0,0.0,1.6,MIA,14,2023,te
Luke Schoonmaker,0.6,5.8,0.1,0.0,1.5,DAL,14,2023,te
Payne Durham,0.6,5.9,0.1,0.0,1.5,TB,14,2023,te
Josh Oliver,0.6,5.1,0.0,0.0,1.3,MIN,14,2023,te
Charlie Kolar,0.5,5.4,0.0,0.0,1.3,BAL,14,2023,te
Mo Alie-Cox,0.6,5.8,0.0,0.0,1.3,IND,14,2023,te
Davis Allen,0.5,4.7,0.0,0.0,1.2,LAR,14,2023,te
Colby Parkinson,0.5,5.1,0.0,0.0,1.2,LAR,14,2023,te
Ben Sims,0.5,4.5,0.0,0.0,1.2,GB,14,2023,te
Julian Hill,0.5,4.4,0.0,0.0,1.1,MIA,14,2023,te
Mitchell Wilcox,0.5,4.1,0.0,0.0,1.0,MIA,14,2023,te
Chris Manhertz,0.2,2.6,0.0,0.0,0.7,NYG,14,2023,te
Johnny Mundt,0.3,2.2,0.0,0.0,0.6,JAC,14,2023,te
Darnell Washington,0.2,2.4,0.0,0.0,0.6,PIT,14,2023,te
Lucas Krull,0.2,1.8,0.0,0.0,0.5,DEN,14,2023,te
Jack Stoll,0.2,1.2,0.0,0.0,0.5,NO,14,2023,te
Princeton Fant,0.1,1.3,0.0,0.0,0.4,DAL,14,2023,te
James Mitchell,0.1,0.9,0.0,0.0,0.3,CAR,14,2023,te
Reggie Gilliam,0.2,0.5,0.0,0.0,0.3,BUF,14,2023,te
Ko Kieft,0.1,0.6,0.0,0.0,0.3,TB,14,2023,te
Brayden Willis,0.1,1.0,0.0,0.0,0.3,SF,14,2023,te
Charlie Woerner,0.1,0.6,0.0,0.0,0.2,ATL,14,2023,te
John FitzPatrick,0.1,1.1,0.0,0.0,0.2,GB,14,2023,te
Brady Russell,0.1,0.9,0.0,0.0,0.2,SEA,14,2023,te
Nick Vannett,0.1,0.9,0.0,0.0,0.2,MIN,14,2023,te
Kenny Yeboah,0.1,1.0,0.0,0.0,0.2,DET,14,2023,te
Sean McKeon,0.0,0.0,0.0,0.0,0.0,IND,14,2023,te
Zach Davidson,0.0,0.0,0.0,0.0,0.0,BUF,14,2023,te
Feleipe Franks,0.0,0.0,0.0,0.0,0.0,ATL,14,2023,te
Giovanni Ricci,0.0,0.0,0.0,0.0,0.0,MIN,14,2023,te
Shane Zylstra,0.0,0.0,0.0,0.0,0.0,DET,14,2023,te
Grant Calcaterra,0.0,0.0,0.0,0.0,0.0,PHI,14,2023,te
Nick Muse,0.0,0.0,0.0,0.0,0.0,PHI,14,2023,te
Dalton Keene,0.0,0.0,0.0,0.0,0.0,HOU,14,2023,te
Dominique Dafney,0.0,0.0,0.0,0.0,0.0,CAR,14,2023,te
Stephen Carlson,0.0,0.0,0.0,0.0,0.0,CHI,14,2023,te
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,CAR,14,2023,te
Tanner Conner,0.0,0.0,0.0,0.0,0.0,MIA,14,2023,te
Scotty Washington,0.0,0.0,0.0,0.0,0.0,BAL,14,2023,te
Nikola Kalinic,0.0,0.0,0.0,0.0,0.0,ATL,14,2023,te
Jake Tonges,0.0,0.0,0.0,0.0,0.0,SF,14,2023,te
Teagan Quitoriano,0.0,0.0,0.0,0.0,0.0,ATL,14,2023,te
Jelani Woods,0.0,0.0,0.0,0.0,0.0,IND,14,2023,te
Zack Kuntz,0.0,0.0,0.0,0.0,0.0,NYJ,14,2023,te
Tucker Fisk,0.0,0.0,0.0,0.0,0.0,LAC,14,2023,te
Blake Whiteheart,0.0,0.0,0.0,0.0,0.0,CLE,14,2023,te
Travis Kelce,6.1,65.8,0.5,0.0,15.4,KC,15,2023,te
George Kittle,4.7,63.8,0.4,0.0,13.7,SF,15,2023,te
T.J. Hockenson,5.8,60.2,0.3,0.0,13.6,MIN,15,2023,te
Evan Engram,6.1,55.7,0.3,0.0,13.1,DEN,15,2023,te
Trey McBride,5.5,56.8,0.3,0.0,12.7,ARI,15,2023,te
Sam LaPorta,4.9,53.8,0.3,0.0,12.3,DET,15,2023,te
Jake Ferguson,4.5,45.8,0.3,0.0,11.0,DAL,15,2023,te
David Njoku,4.5,47.3,0.3,0.0,10.8,CLE,15,2023,te
Dalton Kincaid,4.6,43.7,0.2,0.0,10.4,BUF,15,2023,te
Cole Kmet,4.2,43.0,0.3,0.0,10.1,CHI,15,2023,te
Dallas Goedert,4.0,43.5,0.2,0.0,9.6,PHI,15,2023,te
Dalton Schultz,3.6,41.1,0.3,0.0,9.3,HOU,15,2023,te
Taysom Hill,1.8,16.9,0.1,0.0,9.2,NO,15,2023,te
Isaiah Likely,3.4,39.7,0.2,0.0,8.7,BAL,15,2023,te
Kyle Pitts Sr.,3.4,39.9,0.2,0.0,8.5,ATL,15,2023,te
Pat Freiermuth,3.3,36.5,0.2,0.0,8.3,PIT,15,2023,te
Chig Okonkwo,3.1,34.6,0.2,0.0,7.8,TEN,15,2023,te
Hunter Henry,3.1,33.6,0.2,0.0,7.7,NE,15,2023,te
Darren Waller,2.9,35.4,0.2,0.0,7.6,MIA,15,2023,te
Tyler Conklin,3.1,34.8,0.1,0.0,7.5,LAC,15,2023,te
Tyler Higbee,2.8,29.5,0.2,0.0,7.1,LAR,15,2023,te
Cade Otton,3.0,30.6,0.2,0.0,7.1,TB,15,2023,te
Tucker Kraft,2.7,29.8,0.2,0.0,6.9,GB,15,2023,te
Juwan Johnson,2.5,27.9,0.2,0.0,6.2,NO,15,2023,te
Jonnu Smith,2.5,27.1,0.2,0.0,6.2,PIT,15,2023,te
Michael Mayer,2.4,27.2,0.1,0.0,5.9,LV,15,2023,te
Tanner Hudson,2.4,25.0,0.1,0.0,5.7,CIN,15,2023,te
Noah Fant,2.3,24.0,0.1,0.0,5.5,CIN,15,2023,te
Dawson Knox,2.0,20.3,0.2,0.0,4.9,BUF,15,2023,te
Will Mallory,1.7,17.7,0.1,0.0,4.2,IND,15,2023,te
Adam Trautman,1.6,16.7,0.1,0.0,4.1,DEN,15,2023,te
Kylen Granson,1.6,17.8,0.1,0.0,4.0,PHI,15,2023,te
Jeremy Ruckert,1.7,16.4,0.1,0.0,3.7,NYJ,15,2023,te
Tommy Tremble,1.4,14.3,0.1,0.0,3.4,CAR,15,2023,te
Durham Smythe,1.4,13.8,0.1,0.0,3.2,CHI,15,2023,te
Brevin Jordan,1.3,13.7,0.1,0.0,3.2,HOU,15,2023,te
Foster Moreau,1.1,13.2,0.1,0.0,2.8,NO,15,2023,te
Drew Sample,1.2,10.3,0.1,0.0,2.7,CIN,15,2023,te
John Bates,1.1,10.7,0.1,0.0,2.7,WAS,15,2023,te
Drew Ogletree,1.0,11.3,0.1,0.0,2.6,IND,15,2023,te
Colby Parkinson,1.0,10.9,0.1,0.0,2.6,LAR,15,2023,te
Noah Gray,1.0,10.2,0.1,0.0,2.5,KC,15,2023,te
Will Dissly,1.0,10.5,0.1,0.0,2.4,LAC,15,2023,te
Austin Hooper,1.0,10.2,0.1,0.0,2.4,NE,15,2023,te
Connor Heyward,1.0,9.7,0.1,0.0,2.3,PIT,15,2023,te
Elijah Higgins,0.9,9.2,0.1,0.0,2.1,ARI,15,2023,te
Daniel Bellinger,0.8,8.5,0.1,0.0,2.0,NYG,15,2023,te
Mike Gesicki,0.8,8.7,0.1,0.0,2.0,CIN,15,2023,te
Brock Wright,0.8,7.9,0.1,0.0,2.0,DET,15,2023,te
Andrew Beck,0.7,6.9,0.1,0.0,2.0,NYJ,15,2023,te
Harrison Bryant,0.7,6.6,0.1,0.0,1.8,PHI,15,2023,te
Pharaoh Brown,0.7,8.0,0.0,0.0,1.7,MIA,15,2023,te
Stone Smartt,0.7,7.2,0.0,0.0,1.7,NYJ,15,2023,te
Luke Farrell,0.7,6.8,0.0,0.0,1.7,SF,15,2023,te
Josh Oliver,0.7,6.7,0.1,0.0,1.7,MIN,15,2023,te
Davis Allen,0.7,6.5,0.1,0.0,1.7,LAR,15,2023,te
Mo Alie-Cox,0.7,6.3,0.0,0.0,1.5,IND,15,2023,te
Ben Sims,0.6,6.0,0.1,0.0,1.5,GB,15,2023,te
Irv Smith Jr.,0.7,6.2,0.0,0.0,1.5,HOU,15,2023,te
Darnell Washington,0.6,5.4,0.0,0.0,1.4,PIT,15,2023,te
Julian Hill,0.6,5.5,0.0,0.0,1.4,MIA,15,2023,te
Nick Vannett,0.6,6.0,0.0,0.0,1.3,MIN,15,2023,te
Robert Tonyan,0.6,4.8,0.0,0.0,1.3,KC,15,2023,te
Mitchell Wilcox,0.6,5.0,0.0,0.0,1.2,MIA,15,2023,te
Luke Schoonmaker,0.5,4.2,0.0,0.0,1.1,DAL,15,2023,te
Payne Durham,0.4,3.8,0.0,0.0,1.0,TB,15,2023,te
Charlie Woerner,0.4,3.2,0.0,0.0,0.9,ATL,15,2023,te
Charlie Kolar,0.4,3.4,0.0,0.0,0.9,BAL,15,2023,te
Chris Manhertz,0.4,2.9,0.0,0.0,0.8,NYG,15,2023,te
Ko Kieft,0.4,2.8,0.0,0.0,0.8,TB,15,2023,te
Josiah Deguara,0.3,2.4,0.0,0.0,0.7,ARI,15,2023,te
Johnny Mundt,0.3,2.5,0.0,0.0,0.6,JAC,15,2023,te
Brenton Strange,0.3,2.5,0.0,0.0,0.6,JAC,15,2023,te
Lucas Krull,0.2,2.1,0.0,0.0,0.6,DEN,15,2023,te
Reggie Gilliam,0.2,1.4,0.0,0.0,0.4,BUF,15,2023,te
Jack Stoll,0.2,1.2,0.0,0.0,0.4,NO,15,2023,te
Brayden Willis,0.1,1.2,0.0,0.0,0.3,SF,15,2023,te
Eric Saubert,0.1,1.2,0.0,0.0,0.3,SEA,15,2023,te
Brady Russell,0.1,1.4,0.0,0.0,0.3,SEA,15,2023,te
Lawrence Cager,0.1,1.1,0.0,0.0,0.3,WAS,15,2023,te
Quintin Morris,0.1,0.9,0.0,0.0,0.2,JAC,15,2023,te
James Mitchell,0.1,0.9,0.0,0.0,0.2,CAR,15,2023,te
Tucker Fisk,0.1,0.6,0.0,0.0,0.2,LAC,15,2023,te
Kenny Yeboah,0.0,0.5,0.0,0.0,0.2,DET,15,2023,te
Grant Calcaterra,0.0,0.0,0.0,0.0,0.0,PHI,15,2023,te
Zach Ertz,0.0,0.0,0.0,0.0,0.0,WAS,15,2023,te
Sean McKeon,0.0,0.0,0.0,0.0,0.0,IND,15,2023,te
Zach Davidson,0.0,0.0,0.0,0.0,0.0,BUF,15,2023,te
Feleipe Franks,0.0,0.0,0.0,0.0,0.0,ATL,15,2023,te
Giovanni Ricci,0.0,0.0,0.0,0.0,0.0,MIN,15,2023,te
Shane Zylstra,0.0,0.0,0.0,0.0,0.0,DET,15,2023,te
Dalton Keene,0.0,0.0,0.0,0.0,0.0,HOU,15,2023,te
Tyree Jackson,0.0,0.0,0.0,0.0,0.0,WAS,15,2023,te
Dominique Dafney,0.0,0.0,0.0,0.0,0.0,CAR,15,2023,te
Hunter Long,0.0,0.0,0.0,0.0,0.0,JAC,15,2023,te
Stephen Carlson,0.0,0.0,0.0,0.0,0.0,CHI,15,2023,te
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,CAR,15,2023,te
Tanner Conner,0.0,0.0,0.0,0.0,0.0,MIA,15,2023,te
Scotty Washington,0.0,0.0,0.0,0.0,0.0,BAL,15,2023,te
Nikola Kalinic,0.0,0.0,0.0,0.0,0.0,ATL,15,2023,te
Jake Tonges,0.0,0.0,0.0,0.0,0.0,SF,15,2023,te
Teagan Quitoriano,0.0,0.0,0.0,0.0,0.0,ATL,15,2023,te
Jelani Woods,0.0,0.0,0.0,0.0,0.0,IND,15,2023,te
Zack Kuntz,0.0,0.0,0.0,0.0,0.0,NYJ,15,2023,te
Princeton Fant,0.0,0.0,0.0,0.0,0.0,DAL,15,2023,te
Travis Kelce,6.1,65.4,0.5,0.0,15.3,KC,16,2023,te
Trey McBride,6.1,62.3,0.3,0.0,14.1,ARI,16,2023,te
T.J. Hockenson,5.6,59.1,0.3,0.0,13.5,MIN,16,2023,te
Evan Engram,6.0,57.6,0.3,0.0,13.5,DEN,16,2023,te
Sam LaPorta,5.4,55.8,0.4,0.0,13.4,DET,16,2023,te
George Kittle,4.6,62.4,0.4,0.0,13.0,SF,16,2023,te
David Njoku,4.9,55.3,0.3,0.0,12.2,CLE,16,2023,te
Jake Ferguson,4.7,49.1,0.3,0.0,11.6,DAL,16,2023,te
Cole Kmet,4.4,44.8,0.3,0.0,10.8,CHI,16,2023,te
Isaiah Likely,3.9,45.0,0.2,0.0,9.8,BAL,16,2023,te
Darren Waller,3.8,44.5,0.2,0.0,9.6,MIA,16,2023,te
Dallas Goedert,4.0,42.7,0.2,0.0,9.5,PHI,16,2023,te
Dalton Kincaid,4.1,39.0,0.2,0.0,9.5,BUF,16,2023,te
Kyle Pitts Sr.,3.5,45.5,0.2,0.0,9.3,ATL,16,2023,te
Dalton Schultz,3.5,36.6,0.2,0.0,8.5,HOU,16,2023,te
Pat Freiermuth,3.4,36.4,0.2,0.0,8.3,PIT,16,2023,te
Taysom Hill,2.1,19.3,0.1,0.0,8.2,NO,16,2023,te
Tyler Conklin,3.3,36.2,0.2,0.0,8.0,LAC,16,2023,te
Tucker Kraft,3.1,34.7,0.2,0.0,8.0,GB,16,2023,te
Chig Okonkwo,3.2,36.2,0.2,0.0,7.8,TEN,16,2023,te
Cade Otton,2.9,30.7,0.2,0.0,7.1,TB,16,2023,te
Jonnu Smith,2.7,31.1,0.2,0.0,6.9,PIT,16,2023,te
Tyler Higbee,2.8,29.6,0.2,0.0,6.9,LAR,16,2023,te
Tanner Hudson,2.8,29.1,0.2,0.0,6.7,CIN,16,2023,te
Mike Gesicki,2.6,28.8,0.2,0.0,6.4,CIN,16,2023,te
Noah Fant,2.5,26.2,0.1,0.0,5.8,CIN,16,2023,te
Austin Hooper,2.3,22.7,0.1,0.0,5.4,NE,16,2023,te
Juwan Johnson,1.8,21.6,0.2,0.0,4.9,NO,16,2023,te
Dawson Knox,1.7,17.8,0.2,0.0,4.4,BUF,16,2023,te
Kylen Granson,1.8,18.0,0.1,0.0,4.2,PHI,16,2023,te
Tommy Tremble,1.5,16.5,0.1,0.0,3.9,CAR,16,2023,te
Adam Trautman,1.5,15.6,0.1,0.0,3.9,DEN,16,2023,te
Jeremy Ruckert,1.6,16.5,0.1,0.0,3.8,NYJ,16,2023,te
Noah Gray,1.4,14.5,0.1,0.0,3.5,KC,16,2023,te
Durham Smythe,1.6,14.5,0.1,0.0,3.5,CHI,16,2023,te
Elijah Higgins,1.4,14.0,0.1,0.0,3.3,ARI,16,2023,te
Drew Ogletree,1.3,13.7,0.1,0.0,3.2,IND,16,2023,te
Pharaoh Brown,1.3,14.8,0.1,0.0,3.2,MIA,16,2023,te
Josh Whyle,1.2,13.1,0.1,0.0,3.1,TEN,16,2023,te
Drew Sample,1.4,11.8,0.1,0.0,3.0,CIN,16,2023,te
Will Mallory,1.2,11.7,0.1,0.0,2.8,IND,16,2023,te
Mo Alie-Cox,1.1,12.8,0.1,0.0,2.8,IND,16,2023,te
Foster Moreau,1.1,12.0,0.1,0.0,2.8,NO,16,2023,te
Daniel Bellinger,1.1,11.9,0.1,0.0,2.7,NYG,16,2023,te
Stone Smartt,1.2,11.4,0.1,0.0,2.7,NYJ,16,2023,te
Will Dissly,1.2,11.4,0.1,0.0,2.7,LAC,16,2023,te
Luke Farrell,1.1,11.3,0.1,0.0,2.7,SF,16,2023,te
Connor Heyward,1.0,10.1,0.1,0.0,2.4,PIT,16,2023,te
Harrison Bryant,0.9,8.7,0.1,0.0,2.3,PHI,16,2023,te
Lucas Krull,0.9,9.6,0.1,0.0,2.3,DEN,16,2023,te
Brevin Jordan,0.9,10.3,0.1,0.0,2.3,HOU,16,2023,te
Josh Oliver,0.9,9.1,0.1,0.0,2.3,MIN,16,2023,te
Colby Parkinson,0.9,9.2,0.1,0.0,2.2,LAR,16,2023,te
John Bates,0.9,7.7,0.0,0.0,1.9,WAS,16,2023,te
Robert Tonyan,0.7,6.6,0.1,0.0,1.7,KC,16,2023,te
Andrew Beck,0.5,5.9,0.1,0.0,1.6,NYJ,16,2023,te
Cole Fotheringham,0.7,5.4,0.1,0.0,1.6,NE,16,2023,te
Mitchell Wilcox,0.7,6.6,0.0,0.0,1.5,MIA,16,2023,te
Charlie Kolar,0.7,6.0,0.0,0.0,1.5,BAL,16,2023,te
Davis Allen,0.6,6.1,0.0,0.0,1.5,LAR,16,2023,te
Ben Sims,0.5,5.3,0.0,0.0,1.4,GB,16,2023,te
Ko Kieft,0.5,4.7,0.0,0.0,1.2,TB,16,2023,te
Johnny Mundt,0.4,3.7,0.0,0.0,0.9,JAC,16,2023,te
Brayden Willis,0.4,3.2,0.0,0.0,0.9,SF,16,2023,te
Irv Smith Jr.,0.5,3.5,0.0,0.0,0.9,HOU,16,2023,te
Julian Hill,0.4,2.9,0.0,0.0,0.8,MIA,16,2023,te
Darnell Washington,0.3,3.2,0.0,0.0,0.7,PIT,16,2023,te
Charlie Woerner,0.3,2.8,0.0,0.0,0.7,ATL,16,2023,te
Ian Thomas,0.3,3.0,0.0,0.0,0.7,LV,16,2023,te
Payne Durham,0.3,2.9,0.0,0.0,0.7,TB,16,2023,te
Tucker Fisk,0.3,2.7,0.0,0.0,0.7,LAC,16,2023,te
Luke Schoonmaker,0.3,2.6,0.0,0.0,0.7,DAL,16,2023,te
James Mitchell,0.3,2.9,0.0,0.0,0.7,CAR,16,2023,te
Josiah Deguara,0.3,2.5,0.0,0.0,0.6,ARI,16,2023,te
Brenton Strange,0.2,2.2,0.0,0.0,0.5,JAC,16,2023,te
Jack Stoll,0.3,1.6,0.0,0.0,0.5,NO,16,2023,te
Cole Turner,0.2,1.5,0.0,0.0,0.4,WAS,16,2023,te
Nick Vannett,0.1,1.2,0.0,0.0,0.3,MIN,16,2023,te
Eric Saubert,0.1,1.0,0.0,0.0,0.3,SEA,16,2023,te
Reggie Gilliam,0.2,0.5,0.0,0.0,0.3,BUF,16,2023,te
Brady Russell,0.1,1.1,0.0,0.0,0.3,SEA,16,2023,te
Grant Calcaterra,0.1,0.7,0.0,0.0,0.2,PHI,16,2023,te
Blake Whiteheart,0.1,0.5,0.0,0.0,0.2,CLE,16,2023,te
Quintin Morris,0.1,0.6,0.0,0.0,0.2,JAC,16,2023,te
Kenny Yeboah,0.1,0.8,0.0,0.0,0.2,DET,16,2023,te
Chris Manhertz,0.1,0.4,0.0,0.0,0.2,NYG,16,2023,te
Mark Andrews,0.0,0.0,0.0,0.0,0.0,BAL,16,2023,te
Luke Musgrave,0.0,0.0,0.0,0.0,0.0,GB,16,2023,te
Zach Ertz,0.0,0.0,0.0,0.0,0.0,WAS,16,2023,te
Ross Dwelley,0.0,0.0,0.0,0.0,0.0,SF,16,2023,te
Sean McKeon,0.0,0.0,0.0,0.0,0.0,IND,16,2023,te
Zach Davidson,0.0,0.0,0.0,0.0,0.0,BUF,16,2023,te
Feleipe Franks,0.0,0.0,0.0,0.0,0.0,ATL,16,2023,te
Giovanni Ricci,0.0,0.0,0.0,0.0,0.0,MIN,16,2023,te
Shane Zylstra,0.0,0.0,0.0,0.0,0.0,DET,16,2023,te
Dalton Keene,0.0,0.0,0.0,0.0,0.0,HOU,16,2023,te
Tyree Jackson,0.0,0.0,0.0,0.0,0.0,WAS,16,2023,te
Dominique Dafney,0.0,0.0,0.0,0.0,0.0,CAR,16,2023,te
Hunter Long,0.0,0.0,0.0,0.0,0.0,JAC,16,2023,te
Stephen Carlson,0.0,0.0,0.0,0.0,0.0,CHI,16,2023,te
Tyler Mabry,0.0,0.0,0.0,0.0,0.0,CAR,16,2023,te
Tanner Conner,0.0,0.0,0.0,0.0,0.0,MIA,16,2023,te
Scotty Washington,0.0,0.0,0.0,0.0,0.0,BAL,16,2023,te
Nikola Kalinic,0.0,0.0,0.0,0.0,0.0,ATL,16,2023,te
Jake Tonges,0.0,0.0,0.0,0.0,0.0,SF,16,2023,te
Teagan Quitoriano,0.0,0.0,0.0,0.0,0.0,ATL,16,2023,te
Jelani Woods,0.0,0.0,0.0,0.0,0.0,IND,16,2023,te
Greg Dulcich,0.0,0.0,0.0,0.0,0.0,NYG,16,2023,te
Zack Kuntz,0.0,0.0,0.0,0.0,0.0,NYJ,16,2023,te
Princeton Fant,0.0,0.0,0.0,0.0,0.0,DAL,16,2023,te
Travis Kelce,5.7,62.7,0.4,0.0,14.3,KC,17,2023,te
George Kittle,4.8,65.2,0.4,0.0,13.8,SF,17,2023,te
Trey McBride,5.7,59.8,0.3,0.0,13.5,ARI,17,2023,te
Evan Engram,5.9,55.4,0.3,0.0,13.0,DEN,17,2023,te
Sam LaPorta,4.8,50.4,0.4,0.0,12.0,DET,17,2023,te
Jake Ferguson,4.8,49.7,0.4,0.0,11.9,DAL,17,2023,te
Cole Kmet,4.3,45.5,0.3,0.0,10.5,CHI,17,2023,te
Dallas Goedert,4.4,46.4,0.2,0.0,10.3,PHI,17,2023,te
Dalton Schultz,4.0,45.4,0.3,0.0,10.3,HOU,17,2023,te
Darren Waller,3.7,44.2,0.2,0.0,9.5,MIA,17,2023,te
Isaiah Likely,3.6,43.5,0.2,0.0,9.4,BAL,17,2023,te
Kyle Pitts Sr.,3.4,44.0,0.2,0.0,9.0,ATL,17,2023,te
Dalton Kincaid,4.0,36.2,0.2,0.0,8.9,BUF,17,2023,te
Chig Okonkwo,3.5,41.8,0.2,0.0,8.7,TEN,17,2023,te
Tucker Kraft,3.3,38.1,0.2,0.0,8.5,GB,17,2023,te
Taysom Hill,1.6,14.3,0.1,0.0,7.5,NO,17,2023,te
Tyler Conklin,3.3,33.1,0.1,0.0,7.4,LAC,17,2023,te
Jonnu Smith,3.0,33.9,0.2,0.0,7.4,PIT,17,2023,te
Pat Freiermuth,2.9,29.9,0.2,0.0,7.0,PIT,17,2023,te
Tyler Higbee,2.9,30.3,0.2,0.0,7.0,LAR,17,2023,te
Juwan Johnson,2.4,28.1,0.2,0.0,6.5,NO,17,2023,te
Tanner Hudson,2.6,27.6,0.1,0.0,6.2,CIN,17,2023,te
Cade Otton,2.4,26.0,0.2,0.0,6.0,TB,17,2023,te
Mike Gesicki,2.2,23.9,0.2,0.0,5.6,CIN,17,2023,te
Noah Fant,2.2,24.9,0.1,0.0,5.5,CIN,17,2023,te
Durham Smythe,2.4,22.6,0.1,0.0,5.3,CHI,17,2023,te
Kylen Granson,2.0,23.3,0.1,0.0,5.3,PHI,17,2023,te
Austin Hooper,2.2,22.0,0.1,0.0,5.2,NE,17,2023,te
Josh Oliver,2.0,21.6,0.2,0.0,5.1,MIN,17,2023,te
Tommy Tremble,2.0,21.7,0.1,0.0,5.0,CAR,17,2023,te
Johnny Mundt,2.0,19.7,0.1,0.0,4.8,JAC,17,2023,te
Will Mallory,1.8,18.6,0.1,0.0,4.4,IND,17,2023,te
Dawson Knox,1.7,17.5,0.1,0.0,4.3,BUF,17,2023,te
Elijah Higgins,1.6,17.2,0.1,0.0,4.0,ARI,17,2023,te
Noah Gray,1.6,17.1,0.1,0.0,4.0,KC,17,2023,te
Lucas Krull,1.4,16.0,0.1,0.0,3.8,DEN,17,2023,te
Daniel Bellinger,1.5,14.4,0.1,0.0,3.5,NYG,17,2023,te
Brevin Jordan,1.3,14.7,0.1,0.0,3.3,HOU,17,2023,te
Adam Trautman,1.2,12.9,0.1,0.0,3.1,DEN,17,2023,te
Colby Parkinson,1.2,12.0,0.1,0.0,3.0,LAR,17,2023,te
Foster Moreau,1.2,13.3,0.1,0.0,3.0,NO,17,2023,te
Pharaoh Brown,1.2,12.9,0.1,0.0,2.9,MIA,17,2023,te
John Bates,1.3,11.8,0.1,0.0,2.8,WAS,17,2023,te
Drew Sample,1.3,11.0,0.1,0.0,2.8,CIN,17,2023,te
Mo Alie-Cox,1.0,12.1,0.1,0.0,2.7,IND,17,2023,te
Harrison Bryant,1.0,10.2,0.1,0.0,2.6,PHI,17,2023,te
Stone Smartt,1.1,10.8,0.1,0.0,2.6,NYJ,17,2023,te
Cole Fotheringham,0.8,7.8,0.1,0.0,2.0,NE,17,2023,te
Charlie Kolar,0.8,7.5,0.1,0.0,1.8,BAL,17,2023,te
Luke Farrell,0.8,7.2,0.1,0.0,1.8,SF,17,2023,te
Robert Tonyan,0.7,7.4,0.1,0.0,1.8,KC,17,2023,te
Connor Heyward,0.7,7.5,0.0,0.0,1.8,PIT,17,2023,te
Kenny Yeboah,0.8,7.0,0.0,0.0,1.7,DET,17,2023,te
Payne Durham,0.7,6.1,0.1,0.0,1.6,TB,17,2023,te
Will Dissly,0.7,6.7,0.0,0.0,1.6,LAC,17,2023,te
Mitchell Wilcox,0.7,6.4,0.0,0.0,1.6,MIA,17,2023,te
