Player,FG_proj,FGA_proj,XPT_proj,FPTS_proj,Team_proj,Week,Year,Position_proj,Rank,FG_actual,FGA_actual,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT_actual,XPA,G,FPTS_actual,FPTS/G,ROST,Team_actual,Position_actual
Tyler Bass,1.7,1.9,2.3,7.3,BUF,13,2022,K,20.0,1.0,1.0,100.0,48.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,7.0,7.0,57.5%,BUF,K
Younghoe Koo,1.5,1.6,2.6,6.9,ATL,13,2022,K,6.0,3.0,3.0,100.0,51.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,14.0,14.0,22.8%,ATL,K
Jason Myers,1.4,1.5,2.6,6.8,SEA,13,2022,K,13.0,2.0,2.0,100.0,41.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,10.0,10.0,3.6%,SEA,K
Jake Elliott,1.5,1.7,2.2,6.8,PHI,13,2022,K,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,5.0,5.0,60.5%,PHI,K
Wil Lutz,1.5,1.8,1.9,6.5,DEN,13,2022,K,12.0,3.0,3.0,100.0,38.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,35.6%,DEN,K
Jason Sanders,1.3,1.4,2.3,6.3,MIA,13,2022,K,24.0,1.0,1.0,100.0,43.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,6.0,6.0,42.0%,MIA,K
Ka'imi Fairbairn,1.4,1.6,2.1,6.2,HOU,13,2022,K,21.0,2.0,2.0,100.0,44.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,62.1%,HOU,K
Brandon McManus,1.6,1.9,1.3,6.2,GB,13,2022,K,5.0,3.0,4.0,75.0,52.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,14.0,14.0,5.2%,GB,K
Cairo Santos,1.4,1.5,2.0,6.1,CHI,13,2022,K,18.0,2.0,3.0,66.7,40.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,8.0,8.0,12.2%,CHI,K
Joey Slye,1.3,1.5,2.0,6.0,TEN,13,2022,K,15.0,2.0,3.0,66.7,42.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,9.0,9.0,0.8%,TEN,K
Chase McLaughlin,1.4,1.6,1.6,5.9,TB,13,2022,K,14.0,2.0,2.0,100.0,52.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,9.0,81.7%,TB,K
Matt Gay,1.3,1.3,2.0,5.7,WAS,13,2022,K,7.0,3.0,3.0,100.0,54.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,14.0,14.0,15.8%,WAS,K
Jason Myers,2.0,2.3,2.4,8.3,SEA,14,2022,K,16.0,1.0,1.0,100.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,3.6%,SEA,K
Evan McPherson,1.7,2.0,2.9,8.1,CIN,14,2022,K,19.0,1.0,1.0,100.0,30.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,5.0,5.0,43.8%,CIN,K
Nick Folk,2.0,2.4,2.0,8.0,NYJ,14,2022,K,11.0,2.0,2.0,100.0,51.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,11.0,11.0,0.9%,NYJ,K
Harrison Butker,1.8,2.1,2.5,7.9,KC,14,2022,K,7.0,2.0,2.0,100.0,45.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,1.0,11.0,11.0,72.1%,KC,K
Tyler Bass,1.7,2.1,2.7,7.9,BUF,14,2022,K,12.0,2.0,2.0,100.0,49.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,9.0,9.0,57.5%,BUF,K
Jason Sanders,1.7,2.0,2.8,7.8,MIA,14,2022,K,15.0,1.0,1.0,100.0,55.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,7.0,7.0,42.0%,MIA,K
Cameron Dicker,1.5,1.6,2.7,7.0,LAC,14,2022,K,8.0,3.0,3.0,100.0,33.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,11.0,11.0,94.9%,LAC,K
Daniel Carlson,1.5,1.7,2.5,7.0,LV,14,2022,K,5.0,3.0,3.0,100.0,52.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,12.0,12.0,12.8%,LV,K
Chris Boswell,1.7,2.2,1.8,7.0,PIT,14,2022,K,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,81.1%,PIT,K
Jake Elliott,1.6,1.7,2.3,7.0,PHI,14,2022,K,4.0,2.0,2.0,100.0,39.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,1.0,12.0,12.0,60.5%,PHI,K
Graham Gano,1.7,1.9,2.0,7.0,NYG,14,2022,K,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0%,NYG,K
Matthew Wright,1.0,1.0,3.0,6.0,CAR,14,2022,K,,,,,,,,,,,,,,,,,,
Ka'imi Fairbairn,1.3,1.3,1.5,5.2,HOU,14,2022,K,1.0,3.0,3.0,100.0,54.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,16.0,16.0,62.1%,HOU,K
Cameron Dicker,1.8,2.0,2.6,8.1,LAC,15,2022,K,22.0,1.0,1.0,100.0,43.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,6.0,6.0,94.9%,LAC,K
Chase McLaughlin,2.0,2.4,1.8,7.9,TB,15,2022,K,1.0,5.0,5.0,100.0,52.0,0.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,21.0,21.0,81.7%,TB,K
Tyler Bass,1.7,2.0,2.7,7.8,BUF,15,2022,K,20.0,1.0,1.0,100.0,25.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,57.5%,BUF,K
Harrison Butker,1.5,1.7,3.1,7.7,KC,15,2022,K,27.0,1.0,2.0,50.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,72.1%,KC,K
Daniel Carlson,1.8,2.1,2.1,7.5,LV,15,2022,K,18.0,1.0,1.0,100.0,49.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,7.0,7.0,12.8%,LV,K
Evan McPherson,1.7,1.9,2.3,7.3,CIN,15,2022,K,9.0,2.0,2.0,100.0,41.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,9.0,9.0,43.8%,CIN,K
Younghoe Koo,1.7,1.9,2.1,7.1,ATL,15,2022,K,28.0,1.0,1.0,100.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,22.8%,ATL,K
Jake Elliott,1.5,1.7,2.5,7.1,PHI,15,2022,K,26.0,1.0,2.0,50.0,32.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,60.5%,PHI,K
Cairo Santos,1.6,1.9,2.1,7.1,CHI,15,2022,K,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,12.2%,CHI,K
Chris Boswell,1.8,2.1,1.7,7.0,PIT,15,2022,K,13.0,1.0,1.0,100.0,50.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,8.0,8.0,81.1%,PIT,K
Wil Lutz,1.5,1.7,2.5,7.0,DEN,15,2022,K,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,35.6%,DEN,K
Brandon McManus,1.6,1.9,2.0,6.8,GB,15,2022,K,14.0,1.0,2.0,50.0,52.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,8.0,8.0,5.2%,GB,K
Graham Gano,1.6,1.8,1.9,6.8,NYG,15,2022,K,7.0,2.0,2.0,100.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,12.0,12.0,1.0%,NYG,K
Nick Folk,1.5,1.7,2.2,6.8,NYJ,15,2022,K,3.0,3.0,3.0,100.0,54.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,0.9%,NYJ,K
Jason Sanders,1.5,1.7,2.1,6.7,MIA,15,2022,K,4.0,3.0,3.0,100.0,47.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,12.0,12.0,42.0%,MIA,K
Joey Slye,1.4,1.6,2.3,6.7,TEN,15,2022,K,11.0,2.0,2.0,100.0,51.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,9.0,9.0,0.8%,TEN,K
Jason Myers,1.4,1.5,2.3,6.6,SEA,15,2022,K,10.0,2.0,2.0,100.0,51.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,9.0,3.6%,SEA,K
Matt Gay,1.5,1.7,1.6,6.2,WAS,15,2022,K,15.0,2.0,2.0,100.0,55.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,8.0,8.0,15.8%,WAS,K
Ka'imi Fairbairn,1.3,1.4,1.7,5.6,HOU,15,2022,K,21.0,1.0,1.0,100.0,29.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,62.1%,HOU,K
Chase McLaughlin,2.0,2.4,1.9,8.1,TB,16,2022,K,26.0,1.0,1.0,100.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,81.7%,TB,K
Harrison Butker,1.5,1.7,3.3,7.7,KC,16,2022,K,20.0,1.0,1.0,100.0,47.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,7.0,7.0,72.1%,KC,K
Cameron Dicker,1.7,1.9,2.6,7.7,LAC,16,2022,K,17.0,2.0,2.0,100.0,24.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,94.9%,LAC,K
Tyler Bass,1.6,1.9,2.6,7.4,BUF,16,2022,K,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.0,3.0,57.5%,BUF,K
Jason Sanders,1.7,2.0,2.3,7.4,MIA,16,2022,K,14.0,2.0,3.0,66.7,46.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,9.0,9.0,42.0%,MIA,K
Graham Gano,1.7,1.9,2.0,7.1,NYG,16,2022,K,8.0,3.0,3.0,100.0,55.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,14.0,14.0,1.0%,NYG,K
Matt Gay,1.8,2.0,1.6,7.0,WAS,16,2022,K,1.0,3.0,3.0,100.0,55.0,0.0,0.0,1.0,0.0,2.0,6.0,6.0,1.0,19.0,19.0,15.8%,WAS,K
Daniel Carlson,1.7,1.9,1.9,7.0,LV,16,2022,K,22.0,1.0,1.0,100.0,40.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,12.8%,LV,K
Nick Folk,1.7,2.0,1.8,7.0,NYJ,16,2022,K,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.9%,NYJ,K
Chris Boswell,1.5,1.8,2.2,6.8,PIT,16,2022,K,12.0,2.0,4.0,50.0,44.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,9.0,9.0,81.1%,PIT,K
Evan McPherson,1.4,1.6,2.3,6.6,CIN,16,2022,K,27.0,1.0,2.0,50.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,43.8%,CIN,K
Brandon McManus,1.6,1.9,1.8,6.6,GB,16,2022,K,16.0,2.0,2.0,100.0,54.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,9.0,5.2%,GB,K
Jake Elliott,1.6,1.7,1.9,6.5,PHI,16,2022,K,11.0,2.0,2.0,100.0,47.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,1.0,11.0,11.0,60.5%,PHI,K
Cairo Santos,1.5,1.7,1.9,6.5,CHI,16,2022,K,18.0,2.0,2.0,100.0,37.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,12.2%,CHI,K
Jason Myers,1.3,1.4,2.4,6.4,SEA,16,2022,K,24.0,1.0,1.0,100.0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,3.6%,SEA,K
Younghoe Koo,1.6,1.7,1.6,6.3,ATL,16,2022,K,15.0,3.0,3.0,100.0,37.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,22.8%,ATL,K
Joey Slye,1.3,1.3,1.7,5.5,TEN,16,2022,K,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.8%,TEN,K
Ka'imi Fairbairn,1.3,1.3,1.6,5.5,HOU,16,2022,K,19.0,2.0,2.0,100.0,25.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,7.0,62.1%,HOU,K
Wil Lutz,1.2,1.2,1.8,5.3,DEN,16,2022,K,23.0,1.0,1.0,100.0,23.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,35.6%,DEN,K
Nick Folk,2.1,2.5,1.9,8.2,NYJ,17,2022,K,20.0,1.0,1.0,100.0,49.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,6.0,6.0,0.9%,NYJ,K
Graham Gano,2.1,2.5,1.8,8.0,NYG,17,2022,K,15.0,1.0,1.0,100.0,36.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,8.0,8.0,1.0%,NYG,K
Harrison Butker,1.8,2.0,2.7,8.0,KC,17,2022,K,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,72.1%,KC,K
Jason Myers,1.8,2.0,2.4,7.7,SEA,17,2022,K,7.0,3.0,4.0,75.0,31.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,11.0,11.0,3.6%,SEA,K
Jason Sanders,2.0,2.4,1.4,7.5,MIA,17,2022,K,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,42.0%,MIA,K
Jake Elliott,1.7,1.9,2.2,7.5,PHI,17,2022,K,21.0,1.0,1.0,100.0,56.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,6.0,60.5%,PHI,K
Tyler Bass,1.7,2.0,2.4,7.3,BUF,17,2022,K,30.0,1.0,1.0,100.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,57.5%,BUF,K
Younghoe Koo,1.7,2.0,2.0,7.2,ATL,17,2022,K,14.0,2.0,2.0,100.0,27.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,22.8%,ATL,K
Cameron Dicker,1.7,2.0,2.0,7.1,LAC,17,2022,K,13.0,1.0,1.0,100.0,40.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,8.0,8.0,94.9%,LAC,K
Daniel Carlson,1.7,2.0,1.7,7.0,LV,17,2022,K,4.0,2.0,2.0,100.0,57.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,12.0,12.0,12.8%,LV,K
Wil Lutz,1.7,1.9,1.9,6.8,DEN,17,2022,K,8.0,2.0,2.0,100.0,54.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,10.0,10.0,35.6%,DEN,K
Evan McPherson,1.4,1.5,2.7,6.8,CIN,17,2022,K,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,43.8%,CIN,K
Brandon McManus,1.7,2.1,1.3,6.5,GB,17,2022,K,16.0,1.0,1.0,100.0,49.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,7.0,7.0,5.2%,GB,K
Cairo Santos,1.3,1.4,2.6,6.5,CHI,17,2022,K,28.0,1.0,1.0,100.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,12.2%,CHI,K
Chris Boswell,1.4,1.6,2.1,6.4,PIT,17,2022,K,6.0,3.0,4.0,75.0,51.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,12.0,81.1%,PIT,K
Matt Gay,1.3,1.4,2.2,6.2,WAS,17,2022,K,25.0,1.0,1.0,100.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,15.8%,WAS,K
Joey Slye,1.3,1.4,2.2,6.1,TEN,17,2022,K,23.0,1.0,1.0,100.0,43.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,5.0,0.8%,TEN,K
Ka'imi Fairbairn,1.4,1.5,1.9,6.0,HOU,17,2022,K,24.0,1.0,1.0,100.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,62.1%,HOU,K
Chase McLaughlin,1.4,1.5,1.7,5.9,TB,17,2022,K,26.0,1.0,2.0,50.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,81.7%,TB,K
Jason Myers,2.1,2.5,2.2,8.5,SEA,18,2022,K,4.0,4.0,5.0,80.0,37.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,13.0,13.0,3.6%,SEA,K
Harrison Butker,1.7,2.3,2.8,7.8,KC,18,2022,K,19.0,1.0,1.0,100.0,44.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,8.0,8.0,72.1%,KC,K
Evan McPherson,1.7,2.0,2.6,7.7,CIN,18,2022,K,12.0,2.0,2.0,100.0,34.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,9.0,9.0,43.8%,CIN,K
Tyler Bass,1.7,2.0,2.5,7.6,BUF,18,2022,K,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,5.0,5.0,57.5%,BUF,K
Chris Boswell,1.9,2.3,2.0,7.5,PIT,18,2022,K,14.0,2.0,2.0,100.0,49.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,9.0,9.0,81.1%,PIT,K
Younghoe Koo,1.7,2.0,2.3,7.4,ATL,18,2022,K,2.0,3.0,3.0,100.0,51.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,15.0,15.0,22.8%,ATL,K
Daniel Carlson,1.7,2.0,2.2,7.4,LV,18,2022,K,13.0,2.0,2.0,100.0,54.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,9.0,12.8%,LV,K
Jake Elliott,1.6,1.7,2.5,7.3,PHI,18,2022,K,1.0,5.0,5.0,100.0,54.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,20.0,20.0,60.5%,PHI,K
Brandon McManus,1.8,2.1,1.9,7.3,GB,18,2022,K,20.0,1.0,1.0,100.0,33.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,5.2%,GB,K
Chase McLaughlin,1.8,2.1,1.9,7.2,TB,18,2022,K,11.0,1.0,1.0,100.0,54.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,1.0,9.0,9.0,81.7%,TB,K
Cameron Dicker,1.7,1.9,1.9,6.9,LAC,18,2022,K,10.0,2.0,2.0,100.0,48.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,9.0,9.0,94.9%,LAC,K
Nick Folk,1.7,1.9,1.7,6.7,NYJ,18,2022,K,26.0,1.0,1.0,100.0,24.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,0.9%,NYJ,K
Matt Gay,1.7,1.9,1.6,6.6,WAS,18,2022,K,9.0,3.0,3.0,100.0,45.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,11.0,11.0,15.8%,WAS,K
Joey Slye,1.6,1.9,1.7,6.6,TEN,18,2022,K,17.0,2.0,4.0,50.0,29.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,8.0,8.0,0.8%,TEN,K
Wil Lutz,1.4,1.4,2.4,6.6,DEN,18,2022,K,31.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,35.6%,DEN,K
Graham Gano,1.6,1.8,1.4,6.3,NYG,18,2022,K,27.0,1.0,1.0,100.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,1.0%,NYG,K
Ka'imi Fairbairn,1.3,1.4,2.2,6.2,HOU,18,2022,K,22.0,1.0,1.0,100.0,37.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,62.1%,HOU,K
Jason Sanders,1.3,1.4,2.1,6.2,MIA,18,2022,K,8.0,3.0,3.0,100.0,50.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,11.0,11.0,42.0%,MIA,K
Cairo Santos,1.3,1.4,2.1,6.1,CHI,18,2022,K,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,12.2%,CHI,K
Jason Myers,2.0,2.4,2.6,8.5,SEA,1,2023,K,18.0,2.0,3.0,66.7,42.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,8.0,8.0,3.6%,SEA,K
Cameron Dicker,2.0,2.2,2.5,8.5,LAC,1,2023,K,7.0,2.0,2.0,100.0,50.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,12.0,12.0,94.9%,LAC,K
Harrison Butker,1.6,1.9,3.2,8.0,KC,1,2023,K,19.0,2.0,2.0,100.0,39.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,72.1%,KC,K
Tyler Bass,1.9,2.0,2.3,7.9,BUF,1,2023,K,6.0,3.0,3.0,100.0,50.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,57.5%,BUF,K
Brandon McManus,1.7,2.1,2.6,7.7,GB,1,2023,K,16.0,1.0,1.0,100.0,45.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,8.0,8.0,5.2%,GB,K
Jason Sanders,1.7,1.9,2.5,7.5,MIA,1,2023,K,5.0,3.0,3.0,100.0,45.0,0.0,1.0,0.0,2.0,0.0,3.0,4.0,1.0,14.0,14.0,42.0%,MIA,K
Younghoe Koo,1.6,2.1,2.6,7.5,ATL,1,2023,K,21.0,1.0,1.0,100.0,49.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,7.0,7.0,22.8%,ATL,K
Jake Moody,1.9,1.8,1.9,7.5,SF,1,2023,K,4.0,3.0,3.0,100.0,41.0,0.0,0.0,1.0,2.0,0.0,3.0,3.0,1.0,14.0,14.0,7.5%,SF,K
Evan McPherson,1.7,1.9,2.4,7.4,CIN,1,2023,K,27.0,1.0,2.0,50.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,43.8%,CIN,K
Daniel Carlson,1.8,2.0,2.1,7.4,LV,1,2023,K,25.0,1.0,1.0,100.0,24.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,12.8%,LV,K
Joey Slye,1.7,1.9,2.2,7.3,TEN,1,2023,K,17.0,2.0,2.0,100.0,33.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,8.0,8.0,0.8%,TEN,K
Dustin Hopkins,1.7,2.0,2.1,7.2,CLE,1,2023,K,9.0,3.0,3.0,100.0,43.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,12.0,12.0,0.8%,CLE,K
Cairo Santos,1.7,2.0,2.1,7.2,CHI,1,2023,K,20.0,2.0,2.0,100.0,47.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,7.0,12.2%,CHI,K
Brandon Aubrey,1.7,2.0,2.1,7.2,DAL,1,2023,K,12.0,2.0,2.0,100.0,38.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,1.0,10.0,10.0,97.8%,DAL,K
Wil Lutz,1.5,2.1,2.6,7.1,DEN,1,2023,K,26.0,1.0,2.0,50.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,35.6%,DEN,K
Graham Gano,1.5,2.0,2.3,7.0,NYG,1,2023,K,32.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0%,NYG,K
Chris Boswell,1.6,1.9,2.0,6.8,PIT,1,2023,K,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,81.1%,PIT,K
Chase McLaughlin,1.5,2.0,2.1,6.6,TB,1,2023,K,13.0,2.0,2.0,100.0,57.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,10.0,10.0,81.7%,TB,K
Chad Ryland,1.6,1.9,1.7,6.6,ARI,1,2023,K,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.5%,ARI,K
Jake Elliott,1.4,1.8,2.3,6.6,PHI,1,2023,K,2.0,4.0,4.0,100.0,56.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,18.0,18.0,60.5%,PHI,K
Nick Folk,1.6,1.8,1.8,6.5,NYJ,1,2023,K,1.0,5.0,5.0,100.0,50.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,18.0,18.0,0.9%,NYJ,K
Ka'imi Fairbairn,1.6,1.7,1.5,6.4,HOU,1,2023,K,15.0,3.0,3.0,100.0,38.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,62.1%,HOU,K
Matt Gay,1.5,1.9,2.0,6.4,WAS,1,2023,K,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,15.8%,WAS,K
Blake Grupe,1.3,1.7,2.1,6.1,NO,1,2023,K,8.0,3.0,3.0,100.0,52.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,12.0,1.0%,NO,K
Matthew Wright,0.9,1.0,1.4,4.0,CAR,1,2023,K,,,,,,,,,,,,,,,,,,
Tyler Bass,1.8,2.1,3.0,8.3,BUF,2,2023,K,17.0,1.0,1.0,100.0,29.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,8.0,8.0,57.5%,BUF,K
Evan McPherson,2.0,2.1,2.3,8.3,CIN,2,2023,K,26.0,1.0,1.0,100.0,27.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,6.0,6.0,43.8%,CIN,K
Jake Elliott,1.8,2.0,2.7,8.0,PHI,2,2023,K,6.0,2.0,3.0,66.7,61.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,12.0,12.0,60.5%,PHI,K
Harrison Butker,1.8,1.9,2.5,8.0,KC,2,2023,K,29.0,1.0,1.0,100.0,38.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,5.0,5.0,72.1%,KC,K
Graham Gano,1.9,1.9,2.1,7.8,NYG,2,2023,K,22.0,1.0,1.0,100.0,34.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,7.0,7.0,1.0%,NYG,K
