Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year,Position
7,Greg Joseph,3,3,100.0,45,0,1,0,2,0,1,1,1,12.0,12.0,0.6%,FA,8,2021,k
8,Cairo Santos,3,3,100.0,40,0,1,1,1,0,1,2,1,11.0,11.0,12.2%,CHI,8,2021,k
9,Younghoe Koo,2,3,66.7,53,0,0,0,1,1,1,1,1,10.0,10.0,22.8%,ATL,8,2021,k
10,Tyler Bass,2,2,100.0,57,0,0,1,0,1,2,2,1,10.0,10.0,57.6%,BUF,8,2021,k
11,Matt Ammendola,2,3,66.7,24,0,2,0,0,0,2,2,1,8.0,8.0,0.0%,FA,8,2021,k
12,Harrison Butker,2,2,100.0,36,0,0,2,0,0,2,2,1,8.0,8.0,72.4%,KC,8,2021,k
13,Matt Gay,1,1,100.0,27,0,1,0,0,0,5,5,1,8.0,8.0,16.2%,WAS,8,2021,k
14,Greg Zuerlein,2,3,66.7,39,0,0,2,0,0,2,2,1,8.0,8.0,0.8%,FA,8,2021,k
15,Dustin Hopkins,1,1,100.0,48,0,0,0,1,0,3,3,1,7.0,7.0,0.8%,CLE,8,2021,k
16,Jason Myers,1,1,100.0,31,0,0,1,0,0,4,4,1,7.0,7.0,3.6%,SEA,8,2021,k
17,Michael Badgley,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,1.1%,FA,8,2021,k
18,Evan McPherson,1,1,100.0,21,0,1,0,0,0,4,4,1,7.0,7.0,44.2%,CIN,8,2021,k
19,Brandon McManus,1,2,50.0,45,0,0,0,1,0,2,2,1,6.0,6.0,5.5%,GB,8,2021,k
20,Chris Blewitt,1,3,33.3,52,0,0,0,0,1,1,1,1,6.0,6.0,0.1%,FA,8,2021,k
21,Mason Crosby,1,1,100.0,21,0,1,0,0,0,3,3,1,6.0,6.0,0.1%,FA,8,2021,k
22,Graham Gano,1,1,100.0,23,0,1,0,0,0,2,2,1,5.0,5.0,1.1%,NYG,8,2021,k
23,Jason Sanders,1,2,50.0,51,0,0,0,0,1,0,0,1,5.0,5.0,41.5%,MIA,8,2021,k
24,Chase McLaughlin,1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,4.0,81.7%,TB,8,2021,k
25,Ryan Succop,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,1.5%,FA,8,2021,k
26,Matt Prater,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.6%,FA,8,2021,k
27,Chris Boswell,1,1,100.0,31,0,0,1,0,0,0,0,1,3.0,3.0,81.4%,PIT,8,2021,k
28,Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,62.4%,HOU,8,2021,k
29,Matthew Wright,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.8%,CAR,8,2021,k
30,Austin Seibert,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7%,FA,8,2021,k
31,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,FA,8,2021,k
1,Chris Boswell,3,3,100.0,54,0,0,0,1,2,2,3,1,16.0,16.0,81.4%,PIT,9,2021,k
2,Brandon McManus,3,4,75.0,53,0,1,0,1,1,1,2,1,13.0,13.0,5.5%,GB,9,2021,k
3,Matt Gay,3,3,100.0,54,0,1,1,0,1,1,1,1,12.0,12.0,16.2%,WAS,9,2021,k
4,Matthew Wright,3,4,75.0,55,0,1,1,0,1,0,0,1,11.0,11.0,0.8%,CAR,9,2021,k
5,Chase McLaughlin,2,3,66.7,28,0,2,0,0,0,5,5,1,11.0,11.0,81.7%,TB,9,2021,k
6,Graham Gano,3,3,100.0,38,0,0,3,0,0,2,2,1,11.0,11.0,1.1%,NYG,9,2021,k
7,Daniel Carlson,3,4,75.0,32,0,2,1,0,0,1,1,1,10.0,10.0,12.9%,LV,9,2021,k
8,Ka'imi Fairbairn,3,3,100.0,40,0,1,1,1,0,0,0,1,10.0,10.0,62.4%,HOU,9,2021,k
9,Justin Tucker,2,2,100.0,37,0,0,2,0,0,4,4,1,10.0,10.0,3.7%,FA,9,2021,k
10,Cairo Santos,2,3,66.7,30,0,1,1,0,0,3,3,1,9.0,9.0,12.2%,CHI,9,2021,k
11,Brian Johnson,2,2,100.0,52,0,0,1,0,1,1,1,1,9.0,9.0,1.7%,FA,9,2021,k
12,Michael Badgley,1,1,100.0,39,0,0,1,0,0,6,6,1,9.0,9.0,1.1%,FA,9,2021,k
13,Harrison Butker,2,2,100.0,55,0,1,0,0,1,1,1,1,9.0,9.0,72.4%,KC,9,2021,k
14,Younghoe Koo,2,2,100.0,32,0,1,1,0,0,3,3,1,9.0,9.0,22.8%,ATL,9,2021,k
15,Zane Gonzalez,2,2,100.0,49,0,0,1,1,0,0,0,1,7.0,7.0,4.7%,FA,9,2021,k
16,Matt Prater,1,1,100.0,26,0,1,0,0,0,4,4,1,7.0,7.0,0.6%,FA,9,2021,k
17,Dustin Hopkins,2,2,100.0,30,0,1,1,0,0,1,2,1,7.0,7.0,0.8%,CLE,9,2021,k
18,Tyler Bass,2,2,100.0,41,0,1,0,1,0,0,0,1,7.0,7.0,57.6%,BUF,9,2021,k
19,Greg Joseph,1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,7.0,0.6%,FA,9,2021,k
20,Nick Folk,1,2,50.0,37,0,0,1,0,0,3,3,1,6.0,6.0,1.1%,NYJ,9,2021,k
21,Matt Ammendola,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,0.0%,FA,9,2021,k
22,Jake Elliott,1,1,100.0,24,0,1,0,0,0,3,3,1,6.0,6.0,60.9%,PHI,9,2021,k
23,Jason Sanders,1,1,100.0,42,0,0,0,1,0,2,2,1,6.0,6.0,41.5%,MIA,9,2021,k
24,Robbie Gould,1,1,100.0,26,0,1,0,0,0,2,2,1,5.0,5.0,0.6%,FA,9,2021,k
25,Randy Bullock,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,1.2%,FA,9,2021,k
26,Evan McPherson,1,1,100.0,27,0,1,0,0,0,1,1,1,4.0,4.0,44.2%,CIN,9,2021,k
27,Mason Crosby,0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.1%,FA,9,2021,k
28,Greg Zuerlein,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,FA,9,2021,k
1,Zane Gonzalez,4,4,100.0,49,0,1,0,3,0,2,2,1,17.0,17.0,4.7%,FA,10,2021,k
2,Jake Elliott,3,3,100.0,52,0,1,1,0,1,3,3,1,14.0,14.0,60.9%,PHI,10,2021,k
3,Joey Slye,3,3,100.0,46,0,2,0,1,0,2,2,1,12.0,12.0,0.8%,TEN,10,2021,k
4,Harrison Butker,2,3,66.7,40,0,0,1,1,0,5,5,1,12.0,12.0,72.4%,KC,10,2021,k
5,Chris Boswell,3,3,100.0,51,0,2,0,0,1,1,1,1,12.0,12.0,81.4%,PIT,10,2021,k
6,Randy Bullock,3,3,100.0,36,0,1,2,0,0,2,2,1,11.0,11.0,1.2%,FA,10,2021,k
7,Michael Badgley,3,3,100.0,37,0,2,1,0,0,2,2,1,11.0,11.0,1.1%,FA,10,2021,k
8,Jason Sanders,3,3,100.0,31,0,2,1,0,0,1,1,1,10.0,10.0,41.5%,MIA,10,2021,k
9,Greg Joseph,2,2,100.0,46,0,0,1,1,0,3,3,1,10.0,10.0,0.6%,FA,10,2021,k
10,Dustin Hopkins,2,2,100.0,46,0,1,0,1,0,2,2,1,9.0,9.0,0.8%,CLE,10,2021,k
11,Robbie Gould,1,1,100.0,50,0,0,0,0,1,4,4,1,9.0,9.0,0.6%,FA,10,2021,k
12,Nick Folk,1,1,100.0,38,0,0,1,0,0,6,6,1,9.0,9.0,1.1%,NYJ,10,2021,k
13,Tyler Bass,1,1,100.0,29,0,1,0,0,0,6,6,1,9.0,9.0,57.6%,BUF,10,2021,k
14,Ryan Succop,2,2,100.0,31,0,1,1,0,0,1,2,1,7.0,7.0,1.5%,FA,10,2021,k
15,Brandon McManus,2,3,66.7,28,0,2,0,0,0,1,1,1,7.0,7.0,5.5%,GB,10,2021,k
16,Matt Ammendola,1,1,100.0,48,0,0,0,1,0,2,2,1,6.0,6.0,0.0%,FA,10,2021,k
17,Matthew Wright,1,2,50.0,56,0,0,0,0,1,0,1,1,5.0,5.0,0.8%,CAR,10,2021,k
18,Justin Tucker,1,2,50.0,46,0,0,0,1,0,1,1,1,5.0,5.0,3.7%,FA,10,2021,k
19,Mason Crosby,1,2,50.0,27,0,1,0,0,0,2,2,1,5.0,5.0,0.1%,FA,10,2021,k
20,Matt Prater,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,0.6%,FA,10,2021,k
21,Lirim Hajrullahu,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,1.3%,FA,10,2021,k
22,Ryan Santoso,1,2,50.0,20,0,1,0,0,0,1,2,1,4.0,4.0,0.0%,FA,10,2021,k
23,Matt Gay,1,1,100.0,37,0,0,1,0,0,1,1,1,4.0,4.0,16.2%,WAS,10,2021,k
24,Younghoe Koo,1,1,100.0,35,0,0,1,0,0,0,0,1,3.0,3.0,22.8%,ATL,10,2021,k
25,Brian Johnson,1,1,100.0,20,0,1,0,0,0,0,2,1,3.0,3.0,1.7%,FA,10,2021,k
26,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,12.9%,LV,10,2021,k
27,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,81.7%,TB,10,2021,k
28,Jason Myers,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,3.6%,SEA,10,2021,k
29,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,FA,10,2021,k
1,Evan McPherson,4,4,100.0,54,0,0,0,1,3,2,3,1,21.0,21.0,44.2%,CIN,11,2021,k
2,Jake Elliott,4,4,100.0,50,0,0,2,1,1,4,4,1,19.0,19.0,60.9%,PHI,11,2021,k
3,Nick Folk,4,4,100.0,53,0,0,2,1,1,1,2,1,16.0,16.0,1.1%,NYJ,11,2021,k
4,Robbie Gould,3,3,100.0,48,0,1,0,2,0,3,3,1,14.0,14.0,0.6%,FA,11,2021,k
5,Chris Boswell,3,3,100.0,45,0,0,2,1,0,4,4,1,14.0,14.0,81.4%,PIT,11,2021,k
6,Ryan Succop,3,3,100.0,40,0,1,1,1,0,3,3,1,13.0,13.0,1.5%,FA,11,2021,k
7,Dustin Hopkins,2,2,100.0,41,0,0,1,1,0,5,5,1,12.0,12.0,0.8%,CLE,11,2021,k
8,Justin Tucker,3,3,100.0,46,0,1,1,1,0,1,1,1,11.0,11.0,3.7%,FA,11,2021,k
9,Michael Badgley,2,2,100.0,36,0,0,2,0,0,5,5,1,11.0,11.0,1.1%,FA,11,2021,k
10,Ka'imi Fairbairn,3,3,100.0,43,0,1,1,1,0,1,2,1,11.0,11.0,62.4%,HOU,11,2021,k
11,Greg Joseph,2,2,100.0,51,0,1,0,0,1,2,3,1,10.0,10.0,0.6%,FA,11,2021,k
12,Greg Zuerlein,3,3,100.0,48,0,0,2,1,0,0,0,1,10.0,10.0,0.8%,FA,11,2021,k
13,Mason Crosby,1,2,50.0,54,0,0,0,0,1,4,4,1,9.0,9.0,0.1%,FA,11,2021,k
14,Harrison Butker,2,3,66.7,53,0,0,1,0,1,1,2,1,9.0,9.0,72.4%,KC,11,2021,k
15,Joey Slye,2,2,100.0,36,0,1,1,0,0,3,3,1,9.0,9.0,0.8%,TEN,11,2021,k
16,Daniel Carlson,2,2,100.0,47,0,1,0,1,0,1,1,1,8.0,8.0,12.9%,LV,11,2021,k
17,Jason Myers,2,2,100.0,27,0,2,0,0,0,1,1,1,7.0,7.0,3.6%,SEA,11,2021,k
18,Matt Prater,1,3,33.3,53,0,0,0,0,1,2,3,1,7.0,7.0,0.6%,FA,11,2021,k
19,Jason Sanders,1,2,50.0,24,0,1,0,0,0,3,3,1,6.0,6.0,41.5%,MIA,11,2021,k
20,Brett Maher,1,1,100.0,28,0,1,0,0,0,2,3,1,5.0,5.0,1.4%,FA,11,2021,k
21,Matt Ammendola,1,3,33.3,35,0,0,1,0,0,2,2,1,5.0,5.0,0.0%,FA,11,2021,k
22,Aldrick Rosas,1,1,100.0,43,0,0,0,1,0,1,1,1,5.0,5.0,0.0%,FA,11,2021,k
23,Graham Gano,1,1,100.0,37,0,0,1,0,0,1,1,1,4.0,4.0,1.1%,NYG,11,2021,k
24,Matthew Wright,1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,4.0,0.8%,CAR,11,2021,k
25,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,4.7%,FA,11,2021,k
26,Tyler Bass,0,2,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,57.6%,BUF,11,2021,k
27,Cairo Santos,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,12.2%,CHI,11,2021,k
28,Randy Bullock,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,1.2%,FA,11,2021,k
29,Chase McLaughlin,0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,81.7%,TB,11,2021,k
30,Younghoe Koo,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,22.8%,ATL,11,2021,k
31,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,FA,11,2021,k
1,Nick Folk,5,6,83.3,52,0,2,1,1,1,3,3,1,21.0,21.0,1.1%,NYJ,12,2021,k
2,Daniel Carlson,5,5,100.0,56,0,2,1,1,1,3,3,1,21.0,21.0,12.9%,LV,12,2021,k
3,Justin Tucker,3,3,100.0,52,0,1,0,1,1,1,1,1,13.0,13.0,3.7%,FA,12,2021,k
4,Evan McPherson,2,2,100.0,51,0,0,1,0,1,5,5,1,13.0,13.0,44.2%,CIN,12,2021,k
5,Mason Crosby,3,4,75.0,45,0,2,0,1,0,3,3,1,13.0,13.0,0.1%,FA,12,2021,k
6,Robbie Gould,2,3,66.7,46,0,1,0,1,0,4,4,1,11.0,11.0,0.6%,FA,12,2021,k
7,Cairo Santos,3,4,75.0,43,0,2,0,1,0,1,1,1,11.0,11.0,12.2%,CHI,12,2021,k
8,Jason Sanders,2,2,100.0,46,0,0,1,1,0,3,4,1,10.0,10.0,41.5%,MIA,12,2021,k
9,Matt Gay,2,2,100.0,39,0,0,2,0,0,2,2,1,8.0,8.0,16.2%,WAS,12,2021,k
10,Ryan Succop,1,1,100.0,25,0,1,0,0,0,5,5,1,8.0,8.0,1.5%,FA,12,2021,k
11,Michael Badgley,1,1,100.0,45,0,0,0,1,0,4,4,1,8.0,8.0,1.1%,FA,12,2021,k
12,Greg Zuerlein,2,3,66.7,45,0,1,0,1,0,1,2,1,8.0,8.0,0.8%,FA,12,2021,k
13,Matt Ammendola,2,3,66.7,37,0,0,2,0,0,1,1,1,7.0,7.0,0.0%,FA,12,2021,k
14,Tyler Bass,1,1,100.0,34,0,0,1,0,0,4,4,1,7.0,7.0,57.6%,BUF,12,2021,k
15,Graham Gano,2,3,66.7,39,0,0,2,0,0,1,1,1,7.0,7.0,1.1%,NYG,12,2021,k
16,Matthew Wright,2,2,100.0,34,0,1,1,0,0,0,0,1,6.0,6.0,0.8%,CAR,12,2021,k
17,Zane Gonzalez,1,1,100.0,41,0,0,0,1,0,1,1,1,5.0,5.0,4.7%,FA,12,2021,k
18,Chase McLaughlin,1,2,50.0,46,0,0,0,1,0,1,1,1,5.0,5.0,81.7%,TB,12,2021,k
19,Chris Boswell,1,1,100.0,40,0,0,0,1,0,1,1,1,5.0,5.0,81.4%,PIT,12,2021,k
20,Brandon McManus,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,5.5%,GB,12,2021,k
21,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,22.8%,ATL,12,2021,k
22,Joey Slye,1,1,100.0,23,0,1,0,0,0,0,1,1,3.0,3.0,0.8%,TEN,12,2021,k
23,Riley Patterson,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.0%,FA,12,2021,k
24,Ka'imi Fairbairn,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,62.4%,HOU,12,2021,k
25,Greg Joseph,0,0,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,0.6%,FA,12,2021,k
26,Jake Elliott,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,60.9%,PHI,12,2021,k
27,Jason Myers,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,3.6%,SEA,12,2021,k
28,Dustin Hopkins,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.8%,CLE,12,2021,k
29,Randy Bullock,0,1,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,1.2%,FA,12,2021,k
30,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,FA,12,2021,k
31,Brett Maher,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.4%,FA,12,2021,k
1,Jake Elliott,4,4,100.0,46,0,0,2,2,0,3,3,1,17.0,17.0,60.9%,PHI,13,2021,k
2,Matt Gay,3,3,100.0,44,0,0,1,2,0,4,4,1,15.0,15.0,16.2%,WAS,13,2021,k
3,Harrison Butker,3,3,100.0,56,0,1,0,1,1,1,2,1,13.0,13.0,72.4%,KC,13,2021,k
4,Riley Patterson,3,3,100.0,49,0,0,1,2,0,2,2,1,13.0,13.0,1.0%,FA,13,2021,k
5,Dustin Hopkins,2,2,100.0,43,0,0,0,2,0,3,4,1,11.0,11.0,0.8%,CLE,13,2021,k
6,Graham Gano,3,4,75.0,51,0,0,2,0,1,0,0,1,11.0,11.0,1.1%,NYG,13,2021,k
7,Greg Zuerlein,2,2,100.0,55,0,0,1,0,1,3,3,1,11.0,11.0,0.8%,FA,13,2021,k
8,Daniel Carlson,3,3,100.0,52,0,0,2,0,1,0,0,1,11.0,11.0,12.9%,LV,13,2021,k
9,Greg Joseph,3,3,100.0,41,0,0,2,1,0,0,0,1,10.0,10.0,0.6%,FA,13,2021,k
10,Jason Sanders,2,3,66.7,48,0,0,0,2,0,2,2,1,10.0,10.0,41.5%,MIA,13,2021,k
11,Chris Boswell,2,2,100.0,53,0,0,0,1,1,0,1,1,9.0,9.0,81.4%,PIT,13,2021,k
12,Matt Prater,2,2,100.0,33,0,1,1,0,0,3,3,1,9.0,9.0,0.6%,FA,13,2021,k
13,Michael Badgley,1,2,50.0,23,0,1,0,0,0,4,4,1,7.0,7.0,1.1%,FA,13,2021,k
14,Justin Tucker,2,2,100.0,35,0,1,1,0,0,1,1,1,7.0,7.0,3.7%,FA,13,2021,k
15,Robbie Gould,1,1,100.0,50,0,0,0,0,1,2,3,1,7.0,7.0,0.6%,FA,13,2021,k
16,Nick Folk,2,2,100.0,41,0,0,1,1,0,0,0,1,7.0,7.0,1.1%,NYJ,13,2021,k
17,Brian Johnson,1,1,100.0,48,0,0,0,1,0,2,2,1,6.0,6.0,1.7%,FA,13,2021,k
18,Brett Maher,1,2,50.0,42,0,0,0,1,0,2,2,1,6.0,6.0,1.4%,FA,13,2021,k
19,Ryan Succop,1,1,100.0,31,0,0,1,0,0,3,4,1,6.0,6.0,1.5%,FA,13,2021,k
20,Evan McPherson,1,1,100.0,48,0,0,0,1,0,1,2,1,5.0,5.0,44.2%,CIN,13,2021,k
21,Younghoe Koo,1,1,100.0,21,0,1,0,0,0,2,2,1,5.0,5.0,22.8%,ATL,13,2021,k
22,Jason Myers,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,3.6%,SEA,13,2021,k
23,Brandon McManus,1,1,100.0,42,0,0,0,1,0,0,0,1,4.0,4.0,5.5%,GB,13,2021,k
24,Tyler Bass,1,2,50.0,35,0,0,1,0,0,1,1,1,4.0,4.0,57.6%,BUF,13,2021,k
25,Cairo Santos,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,12.2%,CHI,13,2021,k
26,Matthew Wright,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,0.8%,CAR,13,2021,k
27,Alex Kessman,0,0,0.0,0,0,0,0,0,0,0,2,1,0.0,0.0,1.5%,FA,13,2021,k
28,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,FA,13,2021,k
29,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,62.4%,HOU,13,2021,k
1,Matt Prater,3,3,100.0,53,0,0,0,1,2,2,2,1,16.0,16.0,0.6%,FA,14,2021,k
2,Justin Tucker,3,3,100.0,55,0,0,0,1,2,1,1,1,15.0,15.0,3.7%,FA,14,2021,k
3,Matt Gay,3,3,100.0,55,0,0,2,0,1,3,3,1,14.0,14.0,16.2%,WAS,14,2021,k
4,Harrison Butker,2,2,100.0,54,0,0,1,0,1,6,6,1,14.0,14.0,72.4%,KC,14,2021,k
5,Cairo Santos,3,3,100.0,44,0,1,0,2,0,3,3,1,14.0,14.0,12.2%,CHI,14,2021,k
6,Greg Joseph,3,4,75.0,42,0,1,1,1,0,3,4,1,13.0,13.0,0.6%,FA,14,2021,k
7,Dustin Hopkins,3,3,100.0,39,0,2,1,0,0,4,4,1,13.0,13.0,0.8%,CLE,14,2021,k
8,Greg Zuerlein,4,4,100.0,38,0,1,3,0,0,1,1,1,13.0,13.0,0.8%,FA,14,2021,k
9,Evan McPherson,3,4,75.0,41,0,1,1,1,0,2,2,1,12.0,12.0,44.2%,CIN,14,2021,k
10,Younghoe Koo,3,3,100.0,48,0,0,2,1,0,2,2,1,12.0,12.0,22.8%,ATL,14,2021,k
11,Brett Maher,3,3,100.0,37,0,1,2,0,0,3,3,1,12.0,12.0,1.4%,FA,14,2021,k
12,Eddy Pineiro,3,3,100.0,46,0,0,2,1,0,0,0,1,10.0,10.0,0.6%,FA,14,2021,k
13,Brandon McManus,1,1,100.0,52,0,0,0,0,1,5,5,1,10.0,10.0,5.5%,GB,14,2021,k
14,Randy Bullock,2,3,66.7,44,0,1,0,1,0,2,2,1,9.0,9.0,1.2%,FA,14,2021,k
15,Mason Crosby,1,1,100.0,20,0,1,0,0,0,6,6,1,9.0,9.0,0.1%,FA,14,2021,k
16,Ryan Succop,2,2,100.0,24,0,2,0,0,0,3,3,1,9.0,9.0,1.5%,FA,14,2021,k
17,Ka'imi Fairbairn,2,2,100.0,61,0,1,0,0,1,1,1,1,9.0,9.0,62.4%,HOU,14,2021,k
18,Tyler Bass,2,2,100.0,25,0,2,0,0,0,3,3,1,9.0,9.0,57.6%,BUF,14,2021,k
19,Robbie Gould,2,3,66.7,33,0,1,1,0,0,2,2,1,8.0,8.0,0.6%,FA,14,2021,k
20,Chase McLaughlin,1,2,50.0,43,0,0,0,1,0,3,3,1,7.0,7.0,81.7%,TB,14,2021,k
21,Jason Myers,2,2,100.0,38,0,0,2,0,0,1,3,1,7.0,7.0,3.6%,SEA,14,2021,k
22,Riley Patterson,1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,1.0%,FA,14,2021,k
23,Daniel Carlson,1,1,100.0,26,0,1,0,0,0,0,1,1,3.0,3.0,12.9%,LV,14,2021,k
24,Zane Gonzalez,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,4.7%,FA,14,2021,k
25,Chris Boswell,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,81.4%,PIT,14,2021,k
26,Graham Gano,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.1%,NYG,14,2021,k
27,Matthew Wright,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.8%,CAR,14,2021,k
28,Brian Johnson,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.7%,FA,14,2021,k
29,Ty Long,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,FA,14,2021,k
1,Ka'imi Fairbairn,3,3,100.0,52,0,1,0,0,2,3,3,1,16.0,16.0,62.4%,HOU,15,2021,k
2,Chris Boswell,4,5,80.0,48,0,1,1,2,0,1,1,1,15.0,15.0,81.4%,PIT,15,2021,k
3,Riley Patterson,3,3,100.0,47,0,0,1,2,0,3,3,1,14.0,14.0,1.0%,FA,15,2021,k
4,Evan McPherson,3,3,100.0,58,0,1,0,0,2,0,0,1,13.0,13.0,44.2%,CIN,15,2021,k
5,Daniel Carlson,3,3,100.0,48,0,1,0,2,0,1,1,1,12.0,12.0,12.9%,LV,15,2021,k
6,Michael Badgley,2,3,66.7,41,0,1,0,1,0,3,3,1,10.0,10.0,1.1%,FA,15,2021,k
7,Brett Maher,3,3,100.0,42,0,0,2,1,0,0,0,1,10.0,10.0,1.4%,FA,15,2021,k
8,Matt Gay,2,2,100.0,55,0,0,1,0,1,2,2,1,10.0,10.0,16.2%,WAS,15,2021,k
9,Greg Zuerlein,3,3,100.0,42,0,2,0,1,0,0,2,1,10.0,10.0,0.8%,FA,15,2021,k
10,Matthew Wright,3,3,100.0,38,0,1,2,0,0,1,1,1,10.0,10.0,0.8%,CAR,15,2021,k
11,Jake Elliott,2,2,100.0,37,0,1,1,0,0,3,3,1,9.0,9.0,60.9%,PHI,15,2021,k
12,Younghoe Koo,2,2,100.0,48,0,1,0,1,0,1,1,1,8.0,8.0,22.8%,ATL,15,2021,k
13,Harrison Butker,2,2,100.0,33,0,0,2,0,0,2,2,1,8.0,8.0,72.4%,KC,15,2021,k
14,Graham Gano,2,2,100.0,42,0,0,1,1,0,0,0,1,7.0,7.0,1.1%,NYG,15,2021,k
15,Robbie Gould,1,1,100.0,30,0,0,1,0,0,4,4,1,7.0,7.0,0.6%,FA,15,2021,k
16,Randy Bullock,2,2,100.0,32,0,1,1,0,0,1,1,1,7.0,7.0,1.2%,FA,15,2021,k
17,Tyler Bass,1,1,100.0,26,0,1,0,0,0,4,4,1,7.0,7.0,57.6%,BUF,15,2021,k
18,Jason Sanders,1,1,100.0,24,0,1,0,0,0,4,4,1,7.0,7.0,41.5%,MIA,15,2021,k
19,Mason Crosby,1,1,100.0,29,0,1,0,0,0,4,4,1,7.0,7.0,0.1%,FA,15,2021,k
20,Justin Tucker,1,1,100.0,38,0,0,1,0,0,3,3,1,6.0,6.0,3.7%,FA,15,2021,k
21,Matt Prater,2,2,100.0,29,0,2,0,0,0,0,0,1,6.0,6.0,0.6%,FA,15,2021,k
22,Brandon McManus,1,2,50.0,54,0,0,0,0,1,1,1,1,6.0,6.0,5.5%,GB,15,2021,k
23,Eddy Pineiro,1,1,100.0,27,0,1,0,0,0,3,3,1,6.0,6.0,0.6%,FA,15,2021,k
24,Brian Johnson,1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,1.7%,FA,15,2021,k
25,Nick Folk,1,1,100.0,25,0,1,0,0,0,2,2,1,5.0,5.0,1.1%,NYJ,15,2021,k
26,Greg Joseph,1,1,100.0,37,0,0,1,0,0,2,2,1,5.0,5.0,0.6%,FA,15,2021,k
27,Jason Myers,1,1,100.0,39,0,0,1,0,0,1,1,1,4.0,4.0,3.6%,SEA,15,2021,k
28,Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.8%,CLE,15,2021,k
29,Cairo Santos,1,2,50.0,34,0,0,1,0,0,0,0,1,3.0,3.0,12.2%,CHI,15,2021,k
30,Chase McLaughlin,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,81.7%,TB,15,2021,k
