Player,RECEIVING_REC,RECEIVING_YDS,RECEIVING_TDS,RUSHING_ATT,RUSHING_YDS,RUSHING_TDS,MISC_FL,FPTS,Team,Week,Year,Position
Curtis Samuel,3.4,34.0,0.2,0.5,2.2,0.0,0.0,8.0,BUF,12,2023,wr
Khalil Shakir,2.8,38.9,0.2,0.0,0.2,0.0,0.0,7.9,BUF,12,2023,wr
Justin Watson,2.7,37.6,0.2,0.0,0.0,0.0,0.0,7.8,HOU,12,2023,wr
Jonathan Mingo,3.0,37.5,0.2,0.0,0.0,0.0,0.0,7.6,DAL,12,2023,wr
Quentin Johnston,3.0,33.8,0.2,0.0,0.2,0.0,0.0,7.6,LAC,12,2023,wr
Zay Jones,3.0,34.3,0.2,0.0,0.1,0.0,0.0,7.6,ARI,12,2023,wr
JuJu Smith-Schuster,3.2,33.7,0.2,0.0,0.1,0.0,0.0,7.5,KC,12,2023,wr
Tutu Atwell,2.5,33.0,0.2,0.4,3.0,0.0,0.0,7.5,LAR,12,2023,wr
Michael Gallup,2.4,31.0,0.3,0.0,0.0,0.0,0.0,7.1,WAS,12,2023,wr
Darius Slayton,2.4,35.4,0.2,0.0,0.1,0.0,0.0,7.0,NYG,12,2023,wr
DJ Chark Jr.,2.3,34.3,0.2,0.0,0.0,0.0,0.0,6.8,ATL,12,2023,wr
Trey Palmer,2.5,31.2,0.2,0.1,0.7,0.0,0.0,6.8,TB,12,2023,wr
Trenton Irwin,2.5,32.0,0.2,0.0,0.1,0.0,0.0,6.6,JAC,12,2023,wr
Greg Dortch,2.6,28.5,0.1,0.0,0.5,0.0,0.0,6.3,ARI,12,2023,wr
Darnell Mooney,2.2,30.2,0.2,0.0,0.2,0.0,0.0,6.2,ATL,12,2023,wr
Jalin Hyatt,2.1,30.7,0.2,0.0,0.2,0.0,0.0,6.1,NYG,12,2023,wr
Marquez Valdes-Scantling,1.9,31.0,0.2,0.0,0.0,0.0,0.0,6.1,SEA,12,2023,wr
Skyy Moore,2.1,25.3,0.2,0.2,1.3,0.0,0.0,5.7,KC,12,2023,wr
Nick Westbrook-Ikhine,1.9,25.8,0.2,0.0,0.0,0.0,0.0,5.7,MIA,12,2023,wr
Josh Reynolds,1.9,26.3,0.2,0.0,0.0,0.0,0.0,5.6,NYJ,12,2023,wr
Cedrick Wilson Jr.,2.1,25.3,0.1,0.0,0.0,0.0,0.0,5.4,NO,12,2023,wr
Alec Pierce,1.9,27.0,0.1,0.0,0.0,0.0,0.0,5.3,IND,12,2023,wr
Xavier Gipson,2.0,22.7,0.1,0.5,2.3,0.0,0.0,5.2,NYJ,12,2023,wr
A.T. Perry,2.0,22.7,0.2,0.0,0.1,0.0,0.0,5.1,DEN,12,2023,wr
Jameson Williams,1.7,23.7,0.2,0.0,0.1,0.0,0.0,5.1,DET,12,2023,wr
Hunter Renfrow,2.3,22.3,0.1,0.0,0.1,0.0,0.0,5.0,CAR,12,2023,wr
Isaiah Hodgins,1.9,22.5,0.1,0.0,0.0,0.0,0.0,4.9,SF,12,2023,wr
Van Jefferson,1.7,24.7,0.1,0.0,0.1,0.0,0.0,4.9,TEN,12,2023,wr
Chris Moore,1.6,20.4,0.1,0.3,1.4,0.0,0.0,4.6,WAS,12,2023,wr
Jalen Tolbert,1.6,19.9,0.2,0.0,0.0,0.0,0.0,4.6,DAL,12,2023,wr
Marvin Mims Jr.,1.4,17.9,0.1,0.4,2.6,0.0,0.0,4.4,DEN,12,2023,wr
Cedric Tillman,1.6,18.7,0.1,0.3,2.0,0.0,0.0,4.3,CLE,12,2023,wr
Jauan Jennings,1.5,20.6,0.1,0.0,0.0,0.0,0.0,4.3,SF,12,2023,wr
Tre Tucker,1.4,18.1,0.1,0.9,4.6,0.0,0.0,4.3,LV,12,2023,wr
Sterling Shepard,1.6,18.2,0.1,0.0,0.0,0.0,0.0,3.9,TB,12,2023,wr
Laviska Shenault Jr.,1.3,13.3,0.1,1.3,7.0,0.0,0.0,3.8,BUF,12,2023,wr
Braxton Berrios,1.5,15.4,0.1,0.0,0.3,0.0,0.0,3.6,HOU,12,2023,wr
Quez Watkins,1.3,15.7,0.1,0.0,0.0,0.0,0.0,3.4,ARI,12,2023,wr
Kalif Raymond,1.1,14.4,0.1,0.1,1.3,0.0,0.0,3.1,DET,12,2023,wr
John Metchie III,1.1,14.6,0.1,0.0,0.0,0.0,0.0,3.1,HOU,12,2023,wr
Tyler Scott,1.0,12.0,0.1,0.3,2.1,0.0,0.0,2.8,CHI,12,2023,wr
KhaDarel Hodge,1.0,13.7,0.1,0.0,0.2,0.0,0.0,2.8,ATL,12,2023,wr
Jake Bobo,1.1,12.4,0.1,0.0,0.3,0.0,0.0,2.8,SEA,12,2023,wr
Derius Davis,1.0,10.3,0.1,0.2,2.2,0.0,0.0,2.8,LAC,12,2023,wr
Jalen Nailor,1.0,11.4,0.1,0.3,1.0,0.0,0.0,2.8,MIN,12,2023,wr
Dyami Brown,1.0,13.3,0.1,0.0,0.2,0.0,0.0,2.7,JAC,12,2023,wr
Malik Heath,1.0,12.8,0.1,0.0,0.1,0.0,0.0,2.7,GB,12,2023,wr
KaVontae Turpin,0.8,9.5,0.1,0.4,2.8,0.0,0.0,2.6,DAL,12,2023,wr
Donovan Peoples-Jones,0.9,12.1,0.1,0.0,0.1,0.0,0.0,2.5,NO,12,2023,wr
Calvin Austin III,0.7,8.6,0.0,0.7,4.5,0.0,0.0,2.4,PIT,12,2023,wr
Zach Pascal,0.8,10.5,0.1,0.0,0.0,0.0,0.0,2.4,NYG,12,2023,wr
Tyquan Thornton,1.0,10.6,0.1,0.0,0.3,0.0,0.0,2.3,KC,12,2023,wr
Equanimeous St. Brown,0.8,11.1,0.1,0.0,0.1,0.0,0.0,2.3,SF,12,2023,wr
Kayshon Boutte,0.9,10.2,0.1,0.0,0.1,0.0,0.0,2.2,NE,12,2023,wr
Jason Brownlee,0.9,10.1,0.0,0.0,0.1,0.0,0.0,2.2,KC,12,2023,wr
Austin Trammell,0.8,9.6,0.1,0.0,0.1,0.0,0.0,2.1,JAC,12,2023,wr
Trent Sherfield Sr.,0.8,9.5,0.1,0.0,0.0,0.0,0.0,2.0,DEN,12,2023,wr
Olamide Zaccheaus,0.7,9.0,0.1,0.0,0.0,0.0,0.0,1.9,CHI,12,2023,wr
Dee Eskridge,0.6,7.3,0.0,0.3,1.8,0.0,0.0,1.8,MIA,12,2023,wr
Samori Toure,0.7,8.6,0.0,0.0,0.0,0.0,0.0,1.8,CHI,12,2023,wr
Scotty Miller,0.7,8.2,0.0,0.0,0.0,0.0,0.0,1.8,PIT,12,2023,wr
Andrei Iosivas,0.7,7.8,0.0,0.0,0.0,0.0,0.0,1.7,CIN,12,2023,wr
Demarcus Robinson,0.6,7.3,0.0,0.0,0.1,0.0,0.0,1.6,SF,12,2023,wr
Irvin Charles,0.6,7.0,0.0,0.0,0.1,0.0,0.0,1.5,NYJ,12,2023,wr
David Bell,0.6,6.1,0.0,0.0,0.0,0.0,0.0,1.3,CLE,12,2023,wr
Lawrence Cager,0.4,5.6,0.0,0.0,0.0,0.0,0.0,1.2,WAS,12,2023,wr
Elijah Higgins,0.5,4.6,0.0,0.0,0.1,0.0,0.0,1.1,ARI,12,2023,wr
Charlie Jones,0.4,4.9,0.0,0.0,0.2,0.0,0.0,1.0,CIN,12,2023,wr
Xavier Hutchinson,0.3,4.2,0.0,0.3,1.5,0.0,0.0,1.0,HOU,12,2023,wr
Shedrick Jackson,0.4,4.9,0.0,0.0,0.0,0.0,0.0,1.0,LV,12,2023,wr
Bo Melton,0.4,4.2,0.0,0.0,0.2,0.0,0.0,1.0,GB,12,2023,wr
Steven Sims Jr.,0.4,3.6,0.0,0.0,1.3,0.0,0.0,1.0,SEA,12,2023,wr
Lil'Jordan Humphrey,0.3,4.2,0.0,0.0,0.0,0.0,0.0,0.9,NYG,12,2023,wr
Jalen Brooks,0.3,4.0,0.0,0.0,0.1,0.0,0.0,0.9,DAL,12,2023,wr
Ronnie Bell,0.3,3.8,0.0,0.0,0.0,0.0,0.0,0.8,DET,12,2023,wr
Ray-Ray McCloud III,0.3,3.2,0.0,0.0,1.0,0.0,0.0,0.8,ATL,12,2023,wr
DeAndre Carter,0.2,2.9,0.0,0.4,1.9,0.0,0.0,0.8,CLE,12,2023,wr
Tim Jones,0.3,3.2,0.0,0.0,0.0,0.0,0.0,0.7,MIN,12,2023,wr
David Moore,0.3,2.8,0.0,0.0,0.4,0.0,0.0,0.7,CAR,12,2023,wr
Ben Skowronek,0.2,2.5,0.0,0.3,1.4,0.0,0.0,0.7,PIT,12,2023,wr
Parker Washington,0.3,2.9,0.0,0.0,0.2,0.0,0.0,0.7,JAC,12,2023,wr
Velus Jones Jr.,0.2,2.2,0.0,0.0,0.9,0.0,0.0,0.5,NO,12,2023,wr
Devin Duvernay,0.2,2.3,0.0,0.0,0.2,0.0,0.0,0.5,CHI,12,2023,wr
James Proche II,0.2,2.1,0.0,0.0,0.1,0.0,0.0,0.4,TEN,12,2023,wr
David Sills,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.4,ATL,12,2023,wr
Miles Boykin,0.1,1.7,0.0,0.0,0.1,0.0,0.0,0.4,CHI,12,2023,wr
Ihmir Smith-Marsette,0.1,1.5,0.0,0.0,0.1,0.0,0.0,0.3,NYG,12,2023,wr
Tylan Wallace,0.1,1.7,0.0,0.0,0.0,0.0,0.0,0.3,BAL,12,2023,wr
Montrell Washington,0.1,1.1,0.0,0.0,0.3,0.0,0.0,0.3,NYG,12,2023,wr
Keith Kirkwood,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.2,BAL,12,2023,wr
Andre Baccellia,0.0,1.3,0.0,0.0,0.1,0.0,0.0,0.2,ARI,12,2023,wr
Gunner Olszewski,0.0,0.9,0.0,0.0,0.5,0.0,0.0,0.1,NYG,12,2023,wr
Brandon Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,12,2023,wr
Trent Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,12,2023,wr
Britain Covey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,12,2023,wr
Kristian Wilkerson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,12,2023,wr
Simi Fehoko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,12,2023,wr
Erik Ezukanma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,12,2023,wr
Justin Shorter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,12,2023,wr
Anthony Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,12,2023,wr
KJ Hamler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,12,2023,wr
Collin Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,12,2023,wr
Jamal Agnew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,12,2023,wr
Quintez Cephus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,12,2023,wr
Malik Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,12,2023,wr
Tyler Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,12,2023,wr
Trishton Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,12,2023,wr
Marquez Callaway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,12,2023,wr
Phillip Dorsett II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,12,2023,wr
Tom Kennedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,12,2023,wr
Laquon Treadwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,12,2023,wr
Alex Bachman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,12,2023,wr
Dez Fitzpatrick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,12,2023,wr
Jacob Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,12,2023,wr
Seth Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LV,12,2023,wr
Michael Strachan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,12,2023,wr
Mason Kinsey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,12,2023,wr
Cody White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,12,2023,wr
Kendric Pryor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,12,2023,wr
Lance McCutcheon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,12,2023,wr
Dennis Houston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,12,2023,wr
Maurice Alexander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,12,2023,wr
Tay Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,12,2023,wr
Braylon Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,12,2023,wr
Johnny Johnson III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,12,2023,wr
Brandon Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,12,2023,wr
Tarik Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,12,2023,wr
Michael Bandy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,12,2023,wr
D.J. Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,12,2023,wr
Dylan Drummond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,12,2023,wr
Tyreek Hill,7.5,105.2,0.8,0.3,1.5,0.0,0.0,22.7,MIA,13,2023,wr
CeeDee Lamb,6.9,90.9,0.6,0.4,3.6,0.0,0.0,20.2,DAL,13,2023,wr
Keenan Allen,7.5,89.1,0.5,0.0,0.1,0.0,0.0,19.3,LAC,13,2023,wr
Amon-Ra St. Brown,7.1,85.6,0.4,0.2,1.4,0.0,0.0,18.5,DET,13,2023,wr
A.J. Brown,6.0,85.5,0.5,0.0,0.1,0.0,0.0,17.5,PHI,13,2023,wr
Tank Dell,5.0,73.2,0.5,1.5,7.1,0.0,0.0,16.0,HOU,13,2023,wr
Brandon Aiyuk,4.8,80.0,0.5,0.0,0.1,0.0,0.0,15.5,SF,13,2023,wr
Michael Pittman Jr.,6.3,71.6,0.3,0.0,0.2,0.0,0.0,15.4,IND,13,2023,wr
Mike Evans,4.8,68.5,0.5,0.0,0.0,0.0,0.0,14.8,TB,13,2023,wr
Jaylen Waddle,5.1,71.9,0.4,0.2,1.0,0.0,0.0,14.8,MIA,13,2023,wr
Ja'Marr Chase,5.5,68.6,0.4,0.1,1.1,0.0,0.0,14.6,CIN,13,2023,wr
Chris Olave,5.2,65.8,0.4,0.0,0.0,0.0,0.0,13.8,NO,13,2023,wr
Nico Collins,4.9,69.7,0.4,0.0,0.0,0.0,0.0,14.3,HOU,13,2023,wr
Deebo Samuel Sr.,4.4,60.4,0.3,2.5,12.4,0.1,0.1,14.1,WAS,13,2023,wr
DeVonta Smith,5.2,67.8,0.4,0.0,0.0,0.0,0.0,14.0,PHI,13,2023,wr
Christian Kirk,5.4,66.9,0.3,0.0,0.2,0.0,0.0,14.0,HOU,13,2023,wr
DK Metcalf,4.9,67.3,0.4,0.0,0.0,0.0,0.0,13.7,PIT,13,2023,wr
Garrett Wilson,5.3,65.6,0.3,0.0,0.1,0.0,0.0,13.7,NYJ,13,2023,wr
Adam Thielen,5.7,59.9,0.3,0.0,0.2,0.0,0.0,13.5,CAR,13,2023,wr
Puka Nacua,4.9,64.1,0.3,0.1,0.7,0.0,0.0,13.3,LAR,13,2023,wr
Cooper Kupp,4.9,60.8,0.3,0.1,1.0,0.0,0.0,13.1,SEA,13,2023,wr
Courtland Sutton,4.5,57.5,0.4,0.0,0.0,0.0,0.0,12.8,DEN,13,2023,wr
Calvin Ridley,4.4,59.7,0.4,0.2,1.1,0.0,0.0,12.8,TEN,13,2023,wr
Terry McLaurin,4.8,61.2,0.3,0.0,0.1,0.0,0.0,12.6,WAS,13,2023,wr
Rashee Rice,4.7,54.5,0.3,0.0,0.1,0.0,0.0,12.1,KC,13,2023,wr
Tyler Lockett,4.6,53.0,0.3,0.0,0.1,0.0,0.0,11.7,TEN,13,2023,wr
Marquise Brown,4.4,53.3,0.3,0.2,0.8,0.0,0.0,11.4,KC,13,2023,wr
Chris Godwin,4.5,51.5,0.3,0.1,0.5,0.0,0.0,11.3,TB,13,2023,wr
Josh Downs,4.3,53.9,0.3,0.0,0.1,0.0,0.0,11.3,IND,13,2023,wr
Diontae Johnson,4.2,54.2,0.3,0.0,0.1,0.0,0.0,11.3,CLE,13,2023,wr
Drake London,4.3,53.8,0.2,0.0,0.0,0.0,0.0,11.1,ATL,13,2023,wr
Brandin Cooks,3.7,50.1,0.4,0.2,1.2,0.0,0.0,11.0,NO,13,2023,wr
Tee Higgins,4.0,51.8,0.3,0.0,0.1,0.0,0.0,10.8,CIN,13,2023,wr
Jerry Jeudy,3.7,50.1,0.3,0.0,0.5,0.0,0.0,10.2,CLE,13,2023,wr
Christian Watson,3.3,46.8,0.3,0.2,1.2,0.0,0.0,10.0,GB,13,2023,wr
George Pickens,3.3,49.0,0.3,0.2,1.1,0.0,0.0,9.9,DAL,13,2023,wr
Jayden Reed,3.4,43.3,0.3,0.8,4.9,0.0,0.0,9.9,GB,13,2023,wr
Romeo Doubs,3.7,43.0,0.3,0.0,0.0,0.0,0.0,9.7,GB,13,2023,wr
Jaxon Smith-Njigba,3.5,42.6,0.2,0.0,0.1,0.0,0.0,8.9,SEA,13,2023,wr
Jahan Dotson,3.3,41.3,0.2,0.0,0.0,0.0,0.0,8.8,PHI,13,2023,wr
Jonathan Mingo,3.4,41.3,0.1,0.0,0.0,0.0,0.0,8.4,DAL,13,2023,wr
Zay Jones,3.0,35.7,0.2,0.0,0.3,0.0,0.0,8.1,ARI,13,2023,wr
Greg Dortch,3.3,36.3,0.2,0.0,0.2,0.0,0.0,7.9,ARI,13,2023,wr
JuJu Smith-Schuster,3.2,36.5,0.2,0.0,0.0,0.0,0.0,7.9,KC,13,2023,wr
Robert Woods,2.9,35.6,0.2,0.0,0.0,0.0,0.0,7.7,PIT,13,2023,wr
Justin Watson,2.6,35.1,0.2,0.0,0.0,0.0,0.0,7.4,HOU,13,2023,wr
Noah Brown,2.4,34.3,0.2,0.0,0.2,0.0,0.0,7.2,WAS,13,2023,wr
A.T. Perry,2.7,34.1,0.2,0.0,0.1,0.0,0.0,7.1,DEN,13,2023,wr
Trey Palmer,2.6,30.7,0.2,0.1,0.7,0.0,0.0,6.9,TB,13,2023,wr
DJ Chark Jr.,2.3,34.4,0.2,0.0,0.0,0.0,0.0,6.8,ATL,13,2023,wr
Tutu Atwell,2.3,31.4,0.2,0.3,2.3,0.0,0.0,6.8,LAR,13,2023,wr
Treylon Burks,2.3,30.5,0.2,0.3,1.7,0.0,0.0,6.6,TEN,13,2023,wr
Quentin Johnston,2.5,29.4,0.2,0.0,0.2,0.0,0.0,6.5,LAC,13,2023,wr
Tyquan Thornton,2.3,31.1,0.1,0.3,1.6,0.0,0.0,6.5,KC,13,2023,wr
Nick Westbrook-Ikhine,2.2,28.2,0.2,0.0,0.0,0.0,0.0,6.2,MIA,13,2023,wr
Michael Gallup,2.0,25.5,0.2,0.0,0.0,0.0,0.0,5.8,WAS,13,2023,wr
Alec Pierce,2.0,27.6,0.1,0.0,0.0,0.0,0.0,5.6,IND,13,2023,wr
Jameson Williams,1.9,27.1,0.2,0.0,0.2,0.0,0.0,5.6,DET,13,2023,wr
Dontayvion Wicks,1.9,25.9,0.2,0.0,0.1,0.0,0.0,5.5,GB,13,2023,wr
Marvin Mims Jr.,1.8,23.4,0.2,0.5,2.9,0.0,0.0,5.5,DEN,13,2023,wr
Skyy Moore,2.1,24.5,0.1,0.0,0.5,0.0,0.0,5.5,KC,13,2023,wr
Josh Reynolds,1.7,24.1,0.2,0.0,0.1,0.0,0.0,5.1,NYJ,13,2023,wr
Kalif Raymond,1.8,23.5,0.1,0.1,1.6,0.0,0.0,5.1,DET,13,2023,wr
Marquez Valdes-Scantling,1.6,24.3,0.1,0.0,0.0,0.0,0.0,4.8,SEA,13,2023,wr
Cedric Tillman,1.8,21.1,0.1,0.0,0.6,0.0,0.0,4.6,CLE,13,2023,wr
Jalen Tolbert,1.6,20.2,0.2,0.0,0.0,0.0,0.0,4.5,DAL,13,2023,wr
Van Jefferson,1.6,22.3,0.1,0.0,0.1,0.0,0.0,4.4,TEN,13,2023,wr
Xavier Gipson,1.7,19.1,0.1,0.4,1.6,0.0,0.0,4.3,NYJ,13,2023,wr
Jauan Jennings,1.5,20.3,0.1,0.0,0.0,0.0,0.0,4.2,SF,13,2023,wr
Braxton Berrios,1.5,16.7,0.1,0.0,0.0,0.0,0.0,4.0,HOU,13,2023,wr
Cedrick Wilson Jr.,1.3,16.6,0.1,0.0,0.0,0.0,0.0,3.7,NO,13,2023,wr
Chris Moore,1.1,15.2,0.1,0.3,1.4,0.0,0.0,3.4,WAS,13,2023,wr
Jalen Reagor,1.1,17.0,0.1,0.0,0.2,0.0,0.0,3.3,LAC,13,2023,wr
Jason Brownlee,1.3,14.6,0.1,0.0,0.1,0.0,0.0,3.2,KC,13,2023,wr
Jake Bobo,1.1,12.8,0.1,0.0,0.2,0.0,0.0,2.8,SEA,13,2023,wr
Malik Heath,1.0,12.5,0.1,0.0,0.0,0.0,0.0,2.8,GB,13,2023,wr
KaVontae Turpin,0.8,10.2,0.1,0.4,2.9,0.0,0.0,2.7,DAL,13,2023,wr
Allen Lazard,1.0,13.0,0.1,0.0,0.1,0.0,0.0,2.7,NYJ,13,2023,wr
Dyami Brown,0.9,12.8,0.1,0.0,0.2,0.0,0.0,2.7,JAC,13,2023,wr
Derius Davis,0.8,8.7,0.1,0.8,4.4,0.0,0.0,2.7,LAC,13,2023,wr
Demarcus Robinson,0.9,10.6,0.1,0.0,0.0,0.0,0.0,2.4,SF,13,2023,wr
Scotty Miller,1.0,11.8,0.0,0.0,0.0,0.0,0.0,2.4,PIT,13,2023,wr
Calvin Austin III,0.6,7.9,0.0,0.7,4.7,0.0,0.0,2.4,PIT,13,2023,wr
David Bell,0.9,9.7,0.0,0.0,0.0,0.0,0.0,2.1,CLE,13,2023,wr
John Metchie III,0.7,9.1,0.1,0.0,0.1,0.0,0.0,2.0,HOU,13,2023,wr
KhaDarel Hodge,0.8,10.2,0.0,0.0,0.1,0.0,0.0,1.9,ATL,13,2023,wr
Quez Watkins,0.7,8.5,0.0,0.0,0.1,0.0,0.0,1.8,ARI,13,2023,wr
Trenton Irwin,0.7,8.5,0.0,0.0,0.0,0.0,0.0,1.8,JAC,13,2023,wr
Ryan Miller,0.7,7.9,0.0,0.0,0.5,0.0,0.0,1.8,TB,13,2023,wr
Brandon Johnson,0.7,7.9,0.1,0.0,0.0,0.0,0.0,1.8,PIT,13,2023,wr
Elijah Higgins,0.6,5.3,0.0,0.0,0.1,0.0,0.0,1.4,ARI,13,2023,wr
Donovan Peoples-Jones,0.4,4.7,0.0,0.0,0.1,0.0,0.0,1.0,NO,13,2023,wr
Andrei Iosivas,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.9,CIN,13,2023,wr
Andre Baccellia,0.3,4.4,0.0,0.0,0.1,0.0,0.0,0.9,ARI,13,2023,wr
David Moore,0.2,3.6,0.0,0.0,0.2,0.0,0.0,0.7,CAR,13,2023,wr
Michael Strachan,0.2,3.8,0.0,0.0,0.0,0.0,0.0,0.7,WAS,13,2023,wr
Austin Trammell,0.3,2.8,0.0,0.0,0.0,0.0,0.0,0.7,JAC,13,2023,wr
Irvin Charles,0.2,3.2,0.0,0.0,0.1,0.0,0.0,0.7,NYJ,13,2023,wr
Ben Skowronek,0.2,2.6,0.0,0.1,0.9,0.0,0.0,0.7,PIT,13,2023,wr
Parker Washington,0.2,2.5,0.0,0.0,0.2,0.0,0.0,0.6,JAC,13,2023,wr
Ronnie Bell,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.5,DET,13,2023,wr
James Proche II,0.2,1.4,0.0,0.0,0.1,0.0,0.0,0.3,TEN,13,2023,wr
Charlie Jones,0.1,1.4,0.0,0.0,0.2,0.0,0.0,0.3,CIN,13,2023,wr
Stefon Diggs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE,13,2023,wr
Davante Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,13,2023,wr
K.J. Osborn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,13,2023,wr
Darnell Mooney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,13,2023,wr
Trent Sherfield Sr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,13,2023,wr
Velus Jones Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO,13,2023,wr
DeAndre Carter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLE,13,2023,wr
Trent Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,13,2023,wr
Sterling Shepard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,13,2023,wr
Britain Covey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,13,2023,wr
Equanimeous St. Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,13,2023,wr
Erik Ezukanma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,13,2023,wr
Elijah Cooks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,13,2023,wr
Hunter Renfrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,13,2023,wr
Steven Sims Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,13,2023,wr
Jamal Agnew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,13,2023,wr
Quintez Cephus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOU,13,2023,wr
Malik Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,13,2023,wr
Tyler Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,13,2023,wr
Isaiah Hodgins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,13,2023,wr
Trishton Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,13,2023,wr
Tom Kennedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,13,2023,wr
Laquon Treadwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,13,2023,wr
Dez Fitzpatrick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAC,13,2023,wr
Jacob Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,13,2023,wr
Mason Kinsey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEN,13,2023,wr
Cody White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,13,2023,wr
Kendric Pryor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIN,13,2023,wr
Lance McCutcheon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,13,2023,wr
Dennis Houston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,13,2023,wr
