Unnamed: 0_level_0_Rank,Player,RUSHING_ATT,RUSHING_YDS,RUSHING_Y/A,RUSHING_LG,RUSHING_20+,RUSHING_TD,RECEIVING_REC,RECEIVING_TGT,RECEIVING_YDS,RECEIVING_Y/R,RECEIVING_TD,MISC_FL,MISC_G,FPTS,MISC_FPTS/G,MISC_ROST,Team,Week,Year,Position
69,Braelon Allen,2,5,2.5,4,0,0,1,1,5,5.0,0,0,1,2.0,2.0,23.0%,NYJ,16,2024,rb
70,C.J. Ham,0,0,0.0,0,0,0,1,1,9,9.0,0,0,1,1.9,1.9,0.6%,MIN,16,2024,rb
71,D'Ernest Johnson,0,0,0.0,0,0,0,1,2,8,8.0,0,0,1,1.8,1.8,1.0%,BAL,16,2024,rb
72,Blake Corum,5,14,2.8,7,0,0,0,0,0,0.0,0,0,1,1.4,1.4,15.3%,LAR,16,2024,rb
73,Raheem Blackshear,3,13,4.3,5,0,0,0,0,0,0.0,0,0,1,1.3,1.3,0.8%,CAR,16,2024,rb
74,Jeff Wilson Jr.,2,12,6.0,6,0,0,0,0,0,0.0,0,0,1,1.2,1.2,1.0%,SF,16,2024,rb
75,Devin Singletary,4,12,3.0,5,0,0,0,0,0,0.0,0,0,1,1.2,1.2,3.7%,NYG,16,2024,rb
76,Isaiah Davis,3,12,4.0,9,0,0,0,0,0,0.0,0,0,1,1.2,1.2,3.0%,NYJ,16,2024,rb
77,Eric Gray,0,0,0.0,0,0,0,1,1,2,2.0,0,0,1,1.2,1.2,0.6%,NYG,16,2024,rb
78,Jamaal Williams,3,8,2.7,4,0,0,0,0,0,0.0,0,0,1,0.8,0.8,1.1%,FA,16,2024,rb
79,Chris Rodriguez Jr.,3,5,1.7,6,0,0,0,0,0,0.0,0,0,1,0.5,0.5,0.8%,WAS,16,2024,rb
80,Alec Ingold,1,4,4.0,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,0.6%,MIA,16,2024,rb
81,Dameon Pierce,1,4,4.0,4,0,0,0,0,0,0.0,0,0,1,0.4,0.4,4.3%,HOU,16,2024,rb
82,Roschon Johnson,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,17.2%,CHI,16,2024,rb
83,Cam Akers,1,3,3.0,3,0,0,0,0,0,0.0,0,0,1,0.3,0.3,1.4%,NO,16,2024,rb
84,Rasheen Ali,1,2,2.0,2,0,0,0,0,0,0.0,0,0,1,0.2,0.2,0.6%,BAL,16,2024,rb
85,Mike Boone,1,1,1.0,1,0,0,0,0,0,0.0,0,0,1,0.1,0.1,1.0%,MIA,16,2024,rb
86,Elijah Mitchell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.9%,KC,16,2024,rb
87,Keilan Robinson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PHI,16,2024,rb
88,Jase McClellan,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,TB,16,2024,rb
89,Khalil Herbert,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,2.6%,IND,16,2024,rb
90,Javian Hawkins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TEN,16,2024,rb
91,Reggie Gilliam,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,BUF,16,2024,rb
92,JaMycal Hasty,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.1%,NE,16,2024,rb
93,Deon Jackson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,DET,16,2024,rb
94,Zamir White,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,2.2%,LV,16,2024,rb
95,Jonathan Ward,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,16,2024,rb
96,Demetric Felton Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,WAS,16,2024,rb
97,A.J. Dillon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.2%,PHI,16,2024,rb
98,Ke'Shawn Vaughn,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SF,16,2024,rb
99,Clyde Edwards-Helaire,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.8%,NO,16,2024,rb
100,J.K. Dobbins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,74.3%,DEN,16,2024,rb
101,Ty Chandler,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.7%,MIN,16,2024,rb
102,Salvon Ahmed,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,IND,16,2024,rb
103,J.J. Taylor,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,HOU,16,2024,rb
104,Darrynton Evans,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,BUF,16,2024,rb
105,Jaret Patterson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LAC,16,2024,rb
106,Deuce Vaughn,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,DAL,16,2024,rb
107,George Holani,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,SEA,16,2024,rb
108,Dylan Laube,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,LV,16,2024,rb
109,Ashton Jeanty,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,98.7%,LV,16,2024,rb
110,Jaylen Wright,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,21.7%,MIA,16,2024,rb
111,Ollie Gordon II,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,7.2%,MIA,16,2024,rb
112,Frank Gore Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,BUF,16,2024,rb
113,Jonathon Brooks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,2.5%,CAR,16,2024,rb
114,Tahj Brooks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,6.9%,CIN,16,2024,rb
115,Chris Collier,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LV,16,2024,rb
116,Colson Yankoff,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.1%,WAS,16,2024,rb
117,Dante Miller,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,16,2024,rb
118,Jordan Waters,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LAR,16,2024,rb
119,Cody Schrader,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,LAR,16,2024,rb
120,Isaac Guerendo,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,36.4%,SF,16,2024,rb
121,Carson Steele,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,KC,16,2024,rb
122,Emani Bailey,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CAR,16,2024,rb
123,Jawhar Jordan,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,HOU,16,2024,rb
124,Damien Martinez,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,3.5%,SEA,16,2024,rb
125,Ian Wheeler,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CHI,16,2024,rb
126,Lew Nichols III,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.7%,PIT,16,2024,rb
127,Scott Matlock,0,0,0.0,0,0,0,1,1,10,10.0,0,0,1,0.0,0.0,17.3%,LAC,16,2024,rb
128,Elijah Dotson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ATL,16,2024,rb
129,Omarion Hampton,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,95.1%,LAC,16,2024,rb
130,Kazmeir Allen,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,WAS,16,2024,rb
131,Zavier Scott,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,MIN,16,2024,rb
132,Hunter Luepke,0,0,0.0,0,0,0,0,2,0,0.0,0,0,1,0.0,0.0,0.7%,DAL,16,2024,rb
133,Jaleel McLaughlin,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,5.7%,DEN,16,2024,rb
134,Owen Wright,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TB,16,2024,rb
135,Deneric Prince,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NE,16,2024,rb
136,Brady Russell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SEA,16,2024,rb
137,Ben VanSumeren,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.4%,PHI,16,2024,rb
138,Jacob Saylors,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,DET,16,2024,rb
139,Emari Demercado,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.7%,ARI,16,2024,rb
140,Carlos Washington Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ATL,16,2024,rb
141,Trevor Etienne,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,5.3%,CAR,16,2024,rb
142,Lan Larison,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.1%,NE,16,2024,rb
143,Robbie Ouzts,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.1%,SEA,16,2024,rb
144,Josh Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TB,16,2024,rb
145,Tre Stewart,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,MIN,16,2024,rb
146,Woody Marks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,9.3%,HOU,16,2024,rb
147,Deion Hankins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CHI,16,2024,rb
148,Toa Taua,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CLE,16,2024,rb
149,Lucas Scott,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,BAL,16,2024,rb
150,Max Hurleman,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PIT,16,2024,rb
151,ShunDerrick Powell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,PHI,16,2024,rb
152,Rushawn Baker,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,16,2024,rb
153,Quali Conley,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CIN,16,2024,rb
154,Jacardia Wright,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SEA,16,2024,rb
155,Ahmani Marshall,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CLE,16,2024,rb
156,Brock Lampe,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NE,16,2024,rb
157,Kayron Lynch-Adams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CAR,16,2024,rb
158,Jalen White,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,GB,16,2024,rb
159,Kye Robichaux,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,DET,16,2024,rb
160,Anthony Tyus III,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SEA,16,2024,rb
161,Amar Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,GB,16,2024,rb
162,Nathan Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ATL,16,2024,rb
163,Montrell Johnson Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.3%,PHI,16,2024,rb
164,Elijah Young,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,KC,16,2024,rb
165,Kaleb Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,86.2%,PIT,16,2024,rb
166,RJ Harvey,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,88.2%,DEN,16,2024,rb
167,Kyle Monangai,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,8.4%,CHI,16,2024,rb
168,Dylan Sampson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,29.8%,CLE,16,2024,rb
169,DJ Giddens,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,8.7%,IND,16,2024,rb
170,Kalel Mullings,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.8%,TEN,16,2024,rb
171,Terrell Jennings,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NE,16,2024,rb
172,Brashard Smith,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,8.4%,KC,16,2024,rb
173,British Brooks,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,HOU,16,2024,rb
174,Cam Skattebo,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,78.5%,NYG,16,2024,rb
175,Nate Noel,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,IND,16,2024,rb
176,LeQuint Allen Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.5%,JAC,16,2024,rb
177,Jacory Croskey-Merritt,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,9.8%,WAS,16,2024,rb
178,Jordan James,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,7.0%,SF,16,2024,rb
179,Bhayshul Tuten,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,34.5%,JAC,16,2024,rb
180,Marcus Yarns,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,NO,16,2024,rb
181,Gary Brightwell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CIN,16,2024,rb
182,Avery Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.6%,PHI,16,2024,rb
183,Kene Nwangwu,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYJ,16,2024,rb
184,Sincere McCormick,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,LV,16,2024,rb
185,Ja'Quinden Jackson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,JAC,16,2024,rb
186,Keaontay Ingram,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,KC,16,2024,rb
187,Adam Prentice,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,FA,16,2024,rb
188,Devin Neal,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,9.7%,NO,16,2024,rb
189,Donovan Edwards,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,NYJ,16,2024,rb
190,Corey Kiner,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,SF,16,2024,rb
191,Jordan Mason,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,72.1%,MIN,16,2024,rb
192,Kendall Milton,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CIN,16,2024,rb
193,Lawrance Toafili,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYJ,16,2024,rb
194,Jashaun Corbin,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ATL,16,2024,rb
195,Will Shipley,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,10.4%,PHI,16,2024,rb
196,Phil Mafah,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.7%,DAL,16,2024,rb
197,MarShawn Lloyd,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,10.9%,GB,16,2024,rb
198,Ulysses Bentley IV,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,IND,16,2024,rb
199,Marcus Major Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,BAL,16,2024,rb
200,TreVeyon Henderson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,88.6%,NE,16,2024,rb
201,Chris Tyree,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NO,16,2024,rb
202,Sean Tucker,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,4.5%,TB,16,2024,rb
203,Quinshon Judkins,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,72.3%,CLE,16,2024,rb
204,Zonovan Knight,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,ARI,16,2024,rb
205,Aaron Shampklin,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.1%,MIA,16,2024,rb
206,Julius Chestnut,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,1.1%,TEN,16,2024,rb
207,Brittain Brown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.2%,CHI,16,2024,rb
208,Trey Benson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,39.0%,ARI,16,2024,rb
209,Keaton Mitchell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,9.2%,BAL,16,2024,rb
210,Evan Hull,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.2%,PIT,16,2024,rb
211,Malik Davis,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.1%,DAL,16,2024,rb
212,Ronnie Rivers,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.1%,LAR,16,2024,rb
213,Tyler Badie,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.7%,DEN,16,2024,rb
214,Velus Jones Jr.,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NO,16,2024,rb
215,Israel Abanikanda,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.4%,GB,16,2024,rb
216,Raheim Sanders,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,LAC,16,2024,rb
217,Jaydon Blue,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,41.8%,DAL,16,2024,rb
218,Nay'Quan Wright,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,IND,16,2024,rb
219,Jarquez Hunter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,8.8%,LAR,16,2024,rb
220,Shane Bannon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,KC,16,2024,rb
221,Jay Finley,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CIN,16,2024,rb
222,Willie Carter,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CHI,16,2024,rb
223,Tim Flanders,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NO,16,2024,rb
224,Kenny Irons,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CIN,16,2024,rb
225,Chad Simpson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,WAS,16,2024,rb
226,Anthony Alridge,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,WAS,16,2024,rb
227,Dantrell Savage,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,CAR,16,2024,rb
228,Xavier Omon,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,SF,16,2024,rb
229,Garrett Mills,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NE,16,2024,rb
230,Madison Hedgecock,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,16,2024,rb
231,Samkon Gado,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,TEN,16,2024,rb
232,Patrick Ricard,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.8%,BAL,16,2024,rb
233,Nyheim Miller-Hines,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,LAC,16,2024,rb
234,Myles Gaskin,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,BAL,16,2024,rb
235,Nick Chubb,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,39.8%,HOU,16,2024,rb
236,Dare Ogunbowale,0,0,0.0,0,0,0,0,2,0,0.0,0,0,1,0.0,0.0,0.7%,HOU,16,2024,rb
237,Austin Ekeler,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,53.3%,WAS,16,2024,rb
238,Alvin Kamara,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,96.2%,NO,16,2024,rb
239,Christian McCaffrey,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,99.2%,SF,16,2024,rb
240,Taquan Mizzell,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,NYG,16,2024,rb
241,Miles Sanders,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,8.4%,DAL,16,2024,rb
242,David Montgomery,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,93.1%,DET,16,2024,rb
243,Trayveon Williams,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%,CLE,16,2024,rb
244,Andrew Beck,0,0,0.0,0,0,0,0,1,0,0.0,0,0,1,0.0,0.0,0.0%,NYJ,16,2024,rb
245,Jakob Johnson,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,HOU,16,2024,rb
246,Mike Weber,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1.0%,NYG,16,2024,rb
247,Travis Homer,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.6%,CHI,16,2024,rb
248,Brennan Clay,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%,DEN,16,2024,rb
249,D'Onta Foreman,2,1,0.5,1,0,0,0,0,0,0.0,0,1,1,-1.9,-1.9,2.7%,FA,16,2024,rb
1,Jonathan Taylor,32,125,3.9,26,1,2,2,4,11,5.5,0,0,1,27.6,27.6,99.0%,IND,17,2024,rb
2,Jahmyr Gibbs,18,117,6.5,30,2,1,4,4,46,11.5,0,0,1,26.3,26.3,99.6%,DET,17,2024,rb
3,Bijan Robinson,17,90,5.3,13,0,2,3,5,8,2.7,0,0,1,24.8,24.8,99.4%,ATL,17,2024,rb
4,Derrick Henry,27,147,5.4,20,1,1,2,2,18,9.0,0,0,1,24.5,24.5,99.4%,BAL,17,2024,rb
5,Bucky Irving,20,113,5.7,34,1,0,4,4,77,19.3,0,0,1,23.0,23.0,99.0%,TB,17,2024,rb
6,Saquon Barkley,31,167,5.4,23,2,0,2,2,2,1.0,0,0,1,18.9,18.9,99.5%,PHI,17,2024,rb
7,Ameer Abdullah,20,115,5.8,17,0,0,3,4,32,10.7,0,0,1,17.7,17.7,0.6%,SF,17,2024,rb
8,Kyren Williams,13,56,4.3,18,0,1,3,3,16,5.3,0,0,1,16.2,16.2,98.4%,LAR,17,2024,rb
9,Jaylen Warren,11,71,6.5,22,1,0,5,6,41,8.2,0,0,1,16.2,16.2,81.7%,PIT,17,2024,rb
10,J.K. Dobbins,19,76,4.0,13,0,1,1,1,7,7.0,0,0,1,15.3,15.3,74.3%,DEN,17,2024,rb
11,Isaac Guerendo,9,34,3.8,11,0,0,4,4,65,16.3,0,0,1,13.9,13.9,36.4%,SF,17,2024,rb
12,Tyjae Spears,20,95,4.8,23,1,0,3,4,8,2.7,0,0,1,13.3,13.3,57.8%,TEN,17,2024,rb
13,Chase Brown,20,67,3.4,9,0,0,4,4,24,6.0,0,0,1,13.1,13.1,97.5%,CIN,17,2024,rb
14,D'Andre Swift,12,53,4.4,12,0,0,4,5,28,7.0,0,0,1,12.1,12.1,88.9%,CHI,17,2024,rb
15,Aaron Jones Sr.,12,47,3.9,13,0,0,4,5,30,7.5,0,0,1,11.7,11.7,88.4%,MIN,17,2024,rb
16,James Cook,15,53,3.5,8,0,1,0,0,0,0.0,0,0,1,11.3,11.3,98.0%,BUF,17,2024,rb
17,Cam Akers,6,18,3.0,16,0,0,2,3,15,7.5,1,0,1,11.3,11.3,1.4%,NO,17,2024,rb
18,Josh Jacobs,17,69,4.1,13,0,1,0,0,0,0.0,0,1,1,10.9,10.9,99.3%,GB,17,2024,rb
19,Zach Charbonnet,15,57,3.8,11,0,0,3,3,19,6.3,0,0,1,10.6,10.6,69.9%,SEA,17,2024,rb
20,Najee Harris,13,74,5.7,20,1,0,2,4,7,3.5,0,0,1,10.1,10.1,60.4%,LAC,17,2024,rb
21,Michael Carter,13,70,5.4,13,0,0,2,2,11,5.5,0,0,1,10.1,10.1,1.1%,ARI,17,2024,rb
22,Chris Rodriguez Jr.,5,16,3.2,6,0,1,1,1,12,12.0,0,0,1,9.8,9.8,0.8%,WAS,17,2024,rb
23,Rico Dowdle,23,104,4.5,17,0,0,1,1,4,4.0,0,1,1,9.8,9.8,23.4%,CAR,17,2024,rb
24,Jaleel McLaughlin,10,69,6.9,13,0,0,2,2,7,3.5,0,0,1,9.6,9.6,5.7%,DEN,17,2024,rb
25,Tyrone Tracy Jr.,20,59,3.0,40,1,0,2,3,14,7.0,0,0,1,9.3,9.3,83.3%,NYG,17,2024,rb
26,Emanuel Wilson,6,29,4.8,14,0,1,0,0,0,0.0,0,0,1,8.9,8.9,2.1%,GB,17,2024,rb
27,Brian Robinson Jr.,13,60,4.6,12,0,0,2,2,9,4.5,0,0,1,8.9,8.9,84.1%,WAS,17,2024,rb
28,Craig Reynolds,7,31,4.4,9,0,0,2,2,35,17.5,0,0,1,8.6,8.6,0.7%,DET,17,2024,rb
29,Travis Etienne Jr.,15,49,3.3,15,0,0,1,2,26,26.0,0,0,1,8.5,8.5,80.3%,JAC,17,2024,rb
