Player,RUSHING_ATT_proj,RUSHING_YDS_proj,RUSHING_TDS,RECEIVING_REC_proj,RECEIVING_YDS_proj,RECEIVING_TDS,MISC_FL_proj,FPTS_proj,Team_proj,Week,Year,Position_proj,Unnamed: 0_level_0_Rank,RUSHING_ATT_actual,RUSHING_YDS_actual,RUSHING_Y/A,RUSHING_LG,RUSHING_20+,RUSHING_TD,RECEIVING_REC_actual,RECEIVING_TGT,RECEIVING_YDS_actual,RECEIVING_Y/R,RECEIVING_TD,MISC_FL_actual,MISC_G,FPTS_actual,MISC_FPTS/G,MISC_ROST,Team_actual,Position_actual
Kene Nwangwu,0.5,3.2,0.0,0.3,2.1,0.0,0.0,0.9,NYJ,3,2022,RB,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,NYJ,RB
Mike Boone,0.9,4.3,0.0,0.2,1.7,0.0,0.0,0.9,MIA,3,2022,RB,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0%,MIA,RB
Jonathan Ward,0.7,2.3,0.0,0.3,2.6,0.0,0.0,0.8,NYG,3,2022,RB,,,,,,,,,,,,,,,,,,,
Michael Burton,0.7,2.3,0.0,0.2,1.3,0.0,0.0,0.8,DEN,3,2022,RB,79.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.1%,DEN,RB
Nick Bellore,0.0,0.6,0.0,0.2,1.6,0.0,0.0,0.5,WAS,3,2022,RB,,,,,,,,,,,,,,,,,,,
Jakob Johnson,0.0,0.0,0.0,0.2,1.5,0.0,0.0,0.4,HOU,3,2022,RB,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,HOU,RB
Patrick Taylor Jr.,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,3,2022,RB,,,,,,,,,,,,,,,,,,,
Jonathan Taylor,20.9,104.1,1.0,2.6,21.1,0.1,0.1,21.3,IND,4,2022,RB,57.0,20.0,42.0,2.1,11.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,3.3,3.3,99.0%,IND,RB
Christian McCaffrey,18.1,81.4,0.6,4.6,38.8,0.2,0.1,21.2,SF,4,2022,RB,6.0,8.0,27.0,3.4,10.0,0.0,0.0,9.0,9.0,81.0,9.0,1.0,0.0,1.0,25.8,25.8,99.2%,SF,RB
Saquon Barkley,19.1,84.8,0.7,4.2,29.9,0.2,0.1,20.9,PHI,4,2022,RB,13.0,31.0,146.0,4.7,29.0,1.0,0.0,2.0,2.0,16.0,8.0,0.0,0.0,1.0,18.2,18.2,99.5%,PHI,RB
Austin Ekeler,12.9,55.3,0.5,5.0,42.3,0.3,0.1,19.5,WAS,4,2022,RB,1.0,13.0,60.0,4.6,20.0,1.0,2.0,6.0,7.0,49.0,8.2,1.0,0.0,1.0,34.9,34.9,53.3%,WAS,RB
Joe Mixon,16.7,68.0,0.6,3.5,27.2,0.2,0.1,17.7,HOU,4,2022,RB,14.0,24.0,61.0,2.5,7.0,0.0,1.0,4.0,4.0,13.0,3.3,0.0,0.0,1.0,17.4,17.4,92.1%,HOU,RB
Aaron Jones Sr.,12.2,61.8,0.5,3.6,31.8,0.2,0.1,16.8,MIN,4,2022,RB,19.0,16.0,110.0,6.9,20.0,1.0,0.0,3.0,4.0,5.0,1.7,0.0,0.0,1.0,14.5,14.5,88.4%,MIN,RB
Najee Harris,17.2,63.9,0.6,3.5,22.8,0.2,0.1,16.4,LAC,4,2022,RB,41.0,18.0,74.0,4.1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.4,7.4,59.0%,LAC,RB
Derrick Henry,20.6,85.3,0.7,1.9,15.5,0.1,0.1,16.1,BAL,4,2022,RB,8.0,22.0,114.0,5.2,22.0,0.0,1.0,3.0,5.0,33.0,11.0,0.0,0.0,1.0,23.7,23.7,99.4%,BAL,RB
Nick Chubb,17.2,88.2,0.7,1.5,11.0,0.1,0.1,15.9,HOU,4,2022,RB,11.0,19.0,118.0,6.2,28.0,1.0,1.0,2.0,3.0,9.0,4.5,0.0,0.0,1.0,20.7,20.7,38.9%,HOU,RB
Khalil Herbert,16.7,74.4,0.5,2.4,18.3,0.1,0.1,15.3,IND,4,2022,RB,26.0,19.0,77.0,4.1,15.0,0.0,0.0,1.0,1.0,24.0,24.0,0.0,0.0,1.0,11.1,11.1,2.4%,IND,RB
Josh Jacobs,16.2,67.4,0.5,2.1,16.2,0.1,0.1,14.0,GB,4,2022,RB,2.0,28.0,144.0,5.1,43.0,1.0,2.0,5.0,6.0,31.0,6.2,0.0,0.0,1.0,34.5,34.5,99.3%,GB,RB
Dameon Pierce,15.9,68.3,0.6,1.8,12.9,0.1,0.1,13.6,HOU,4,2022,RB,5.0,14.0,131.0,9.4,75.0,1.0,1.0,6.0,6.0,8.0,1.3,0.0,0.0,1.0,25.9,25.9,4.3%,HOU,RB
James Conner,13.9,54.2,0.4,2.9,22.1,0.1,0.1,13.5,ARI,4,2022,RB,27.0,15.0,55.0,3.7,8.0,0.0,0.0,3.0,3.0,22.0,7.3,0.0,0.0,1.0,10.7,10.7,93.6%,ARI,RB
Jeff Wilson Jr.,16.6,65.0,0.6,1.9,15.1,0.1,0.1,13.4,SF,4,2022,RB,21.0,18.0,74.0,4.1,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.4,13.4,1.0%,SF,RB
Antonio Gibson,14.4,60.7,0.5,2.1,16.1,0.1,0.1,13.0,NE,4,2022,RB,34.0,13.0,49.0,3.8,11.0,0.0,0.0,3.0,3.0,14.0,4.7,0.0,0.0,1.0,9.3,9.3,3.5%,NE,RB
Breece Hall,10.4,43.9,0.4,3.1,26.5,0.1,0.1,12.9,NYJ,4,2022,RB,15.0,17.0,66.0,3.9,16.0,0.0,1.0,2.0,6.0,12.0,6.0,0.0,0.0,1.0,15.8,15.8,96.3%,NYJ,RB
Rhamondre Stevenson,11.7,52.4,0.4,2.5,19.4,0.1,0.1,12.6,NE,4,2022,RB,22.0,14.0,66.0,4.7,17.0,0.0,0.0,4.0,5.0,23.0,5.8,0.0,0.0,1.0,12.9,12.9,74.2%,NE,RB
Devin Singletary,10.9,45.3,0.3,3.0,22.3,0.1,0.1,12.0,NYG,4,2022,RB,23.0,11.0,49.0,4.5,18.0,0.0,0.0,4.0,5.0,47.0,11.8,0.0,1.0,1.0,11.6,11.6,3.2%,NYG,RB
A.J. Dillon,12.7,53.3,0.3,2.4,20.7,0.1,0.1,12.0,PHI,4,2022,RB,33.0,17.0,73.0,4.3,13.0,0.0,0.0,1.0,2.0,11.0,11.0,0.0,0.0,1.0,9.4,9.4,3.2%,PHI,RB
Miles Sanders,14.0,67.3,0.4,1.8,11.8,0.0,0.1,11.9,DAL,4,2022,RB,3.0,27.0,134.0,5.0,35.0,1.0,2.0,2.0,3.0,22.0,11.0,0.0,0.0,1.0,29.6,29.6,8.2%,DAL,RB
Kareem Hunt,9.6,41.5,0.3,2.9,20.2,0.1,0.1,11.5,KC,4,2022,RB,35.0,10.0,49.0,4.9,20.0,1.0,0.0,2.0,3.0,19.0,9.5,0.0,0.0,1.0,8.8,8.8,19.6%,KC,RB
Clyde Edwards-Helaire,9.8,42.2,0.2,2.9,21.7,0.1,0.1,11.2,NO,4,2022,RB,9.0,19.0,92.0,4.8,20.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,22.4,22.4,0.8%,NO,RB
Tony Pollard,9.6,42.6,0.2,2.6,22.5,0.1,0.1,10.9,TEN,4,2022,RB,68.0,8.0,6.0,0.8,9.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,1.8,1.8,86.7%,TEN,RB
Michael Carter,10.8,47.3,0.2,2.4,19.5,0.1,0.1,10.7,ARI,4,2022,RB,51.0,9.0,15.0,1.7,5.0,0.0,0.0,2.0,3.0,14.0,7.0,0.0,0.0,1.0,4.9,4.9,1.1%,ARI,RB
J.K. Dobbins,10.1,45.3,0.3,1.6,13.4,0.0,0.1,9.7,DEN,4,2022,RB,10.0,13.0,41.0,3.2,16.0,0.0,1.0,4.0,4.0,22.0,5.5,1.0,0.0,1.0,22.3,22.3,74.8%,DEN,RB
Travis Etienne Jr.,7.1,30.9,0.2,2.8,21.6,0.1,0.1,9.4,JAC,4,2022,RB,58.0,8.0,32.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,80.3%,JAC,RB
Cam Akers,12.2,48.7,0.3,1.3,10.6,0.0,0.2,8.8,NO,4,2022,RB,70.0,8.0,13.0,1.6,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,1.4%,NO,RB
Nyheim Miller-Hines,3.6,14.5,0.1,3.3,25.8,0.1,0.1,8.5,LAC,4,2022,RB,63.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.5,0.0,0.0,1.0,2.3,2.3,0.0%,LAC,RB
Raheem Mostert,10.2,43.9,0.2,1.2,10.6,0.0,0.1,8.0,LV,4,2022,RB,30.0,15.0,69.0,4.6,25.0,1.0,0.0,2.0,3.0,12.0,6.0,0.0,0.0,1.0,10.1,10.1,8.2%,LV,RB
Kenneth Gainwell,4.4,18.2,0.2,2.0,15.5,0.1,0.0,6.6,PIT,4,2022,RB,38.0,5.0,19.0,3.8,10.0,0.0,1.0,1.0,2.0,-2.0,-2.0,0.0,0.0,1.0,8.7,8.7,1.6%,PIT,RB
Craig Reynolds,7.4,29.6,0.2,1.2,10.6,0.1,0.1,6.6,DET,4,2022,RB,49.0,2.0,30.0,15.0,21.0,1.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,1.0,5.2,5.2,0.7%,DET,RB
Alexander Mattison,5.4,21.4,0.1,1.1,8.3,0.1,0.0,5.1,MIA,4,2022,RB,36.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,15.0,15.0,1.0,0.0,1.0,8.8,8.8,2.4%,MIA,RB
Kenneth Walker III,6.7,26.9,0.2,1.1,8.8,0.0,0.1,5.7,SEA,4,2022,RB,56.0,8.0,29.0,3.6,13.0,0.0,0.0,1.0,1.0,-5.0,-5.0,0.0,0.0,1.0,3.4,3.4,95.4%,SEA,RB
Justice Hill,6.4,27.1,0.1,0.8,5.9,0.0,0.1,4.9,BAL,4,2022,RB,40.0,8.0,45.0,5.6,14.0,0.0,0.0,2.0,2.0,12.0,6.0,0.0,0.0,1.0,7.7,7.7,14.4%,BAL,RB
Samaje Perine,4.2,17.3,0.1,1.2,9.1,0.1,0.0,4.8,CIN,4,2022,RB,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5%,CIN,RB
Tyler Allgeier,6.9,27.0,0.1,0.6,4.6,0.0,0.0,4.6,ATL,4,2022,RB,25.0,10.0,84.0,8.4,42.0,1.0,0.0,1.0,1.0,20.0,20.0,0.0,0.0,1.0,11.4,11.4,34.2%,ATL,RB
Jaylen Warren,4.1,16.4,0.1,0.9,6.7,0.0,0.0,3.9,PIT,4,2022,RB,59.0,3.0,18.0,6.0,14.0,0.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0,3.2,3.2,81.7%,PIT,RB
DeeJay Dallas,1.8,6.8,0.1,1.3,9.2,0.0,0.0,3.2,ARI,4,2022,RB,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1%,ARI,RB
Chuba Hubbard,3.6,12.7,0.1,0.6,5.3,0.0,0.0,3.2,CAR,4,2022,RB,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95.4%,CAR,RB
James Cook,2.2,11.1,0.1,0.9,7.6,0.0,0.0,3.1,BUF,4,2022,RB,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,98.0%,BUF,RB
Rachaad White,3.4,14.1,0.1,0.7,5.5,0.0,0.0,3.1,TB,4,2022,RB,18.0,3.0,6.0,2.0,4.0,0.0,1.0,5.0,5.0,50.0,10.0,0.0,1.0,1.0,14.6,14.6,57.1%,TB,RB
Ameer Abdullah,0.4,3.3,0.0,1.3,10.9,0.0,0.0,3.0,SF,4,2022,RB,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,SF,RB
Kyle Juszczyk,0.6,2.1,0.0,1.2,10.8,0.1,0.0,2.9,SF,4,2022,RB,48.0,1.0,9.0,9.0,9.0,0.0,0.0,1.0,1.0,35.0,35.0,0.0,0.0,1.0,5.4,5.4,0.8%,SF,RB
D'Ernest Johnson,1.2,10.1,0.1,0.4,3.1,0.0,0.0,2.2,BAL,4,2022,RB,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0%,BAL,RB
Reggie Gilliam,0.0,0.0,0.0,0.8,8.0,0.1,0.0,2.2,BUF,4,2022,RB,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,BUF,RB
Jordan Mason,3.6,12.5,0.1,0.3,2.9,0.0,0.0,2.2,MIN,4,2022,RB,,,,,,,,,,,,,,,,,,,
Isiah Pacheco,3.1,12.9,0.1,0.3,2.1,0.0,0.0,2.1,KC,4,2022,RB,44.0,11.0,63.0,5.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3,6.3,90.2%,KC,RB
Alec Ingold,0.6,1.4,0.0,0.9,7.0,0.0,0.0,2.0,MIA,4,2022,RB,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,MIA,RB
Demetric Felton Jr.,0.6,1.2,0.0,0.7,7.1,0.1,0.0,2.0,WAS,4,2022,RB,,,,,,,,,,,,,,,,,,,
Patrick Ricard,0.2,1.1,0.0,0.9,6.3,0.0,0.0,1.9,BAL,4,2022,RB,50.0,1.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,17.0,5.7,0.0,0.0,1.0,5.0,5.0,0.8%,BAL,RB
Trey Sermon,2.2,10.0,0.1,0.2,1.3,0.0,0.0,1.8,PIT,4,2022,RB,66.0,2.0,19.0,9.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,1.9,0.6%,PIT,RB
Ty Chandler,1.8,5.8,0.1,0.4,3.2,0.0,0.0,1.8,MIN,4,2022,RB,,,,,,,,,,,,,,,,,,,
Darrynton Evans,0.0,4.2,0.0,0.6,3.9,0.0,0.0,1.7,BUF,4,2022,RB,,,,,,,,,,,,,,,,,,,
Connor Heyward,1.7,6.0,0.1,0.3,2.2,0.0,0.0,1.7,PIT,4,2022,RB,,,,,,,,,,,,,,,,,,,
C.J. Ham,0.3,0.9,0.0,0.9,7.0,0.0,0.0,1.7,MIN,4,2022,RB,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,MIN,RB
Hassan Haskins,2.3,10.1,0.1,0.2,1.2,0.0,0.0,1.6,LAC,4,2022,RB,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6%,LAC,RB
Ty Johnson,1.3,5.8,0.0,0.4,3.1,0.0,0.0,1.5,BUF,4,2022,RB,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.8%,BUF,RB
Ke'Shawn Vaughn,1.4,7.2,0.1,0.2,1.7,0.0,0.0,1.4,SF,4,2022,RB,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,SF,RB
Dare Ogunbowale,1.0,5.0,0.0,0.3,3.2,0.0,0.0,1.3,HOU,4,2022,RB,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7%,HOU,RB
Jerome Ford,1.3,5.6,0.0,0.2,1.9,0.0,0.0,1.2,CLE,4,2022,RB,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.6%,CLE,RB
Pierre Strong Jr.,1.1,5.5,0.0,0.3,2.0,0.0,0.0,1.1,CLE,4,2022,RB,,,,,,,,,,,,,,,,,,,
Mike Boone,0.1,2.0,0.0,0.4,3.3,0.0,0.0,1.1,MIA,4,2022,RB,54.0,3.0,20.0,6.7,13.0,0.0,0.0,1.0,3.0,9.0,9.0,0.0,0.0,1.0,3.9,3.9,1.0%,MIA,RB
Zamir White,1.2,4.8,0.0,0.2,1.2,0.0,0.0,1.0,LV,4,2022,RB,62.0,2.0,24.0,12.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,2.4,2.2%,LV,RB
Rico Dowdle,1.0,3.8,0.0,0.2,1.7,0.0,0.0,1.0,CAR,4,2022,RB,,,,,,,,,,,,,,,,,,,
Patrick Taylor Jr.,0.1,4.8,0.0,0.1,1.1,0.0,0.0,1.0,SF,4,2022,RB,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7%,SF,RB
JaMycal Hasty,0.2,0.9,0.0,0.5,3.5,0.0,0.0,1.0,NE,4,2022,RB,53.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,22.0,11.0,0.0,0.0,1.0,4.2,4.2,1.1%,NE,RB
Avery Williams,1.1,5.5,0.0,0.2,2.0,0.0,0.0,1.0,PHI,4,2022,RB,64.0,1.0,21.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.1,2.1,0.6%,PHI,RB
Salvon Ahmed,1.2,5.3,0.0,0.2,1.2,0.0,0.0,0.9,IND,4,2022,RB,,,,,,,,,,,,,,,,,,,
Deon Jackson,1.4,3.7,0.0,0.1,1.4,0.0,0.0,0.9,DET,4,2022,RB,,,,,,,,,,,,,,,,,,,
Gary Brightwell,0.7,3.7,0.0,0.1,1.3,0.0,0.0,0.8,CIN,4,2022,RB,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,CIN,RB
Jakob Johnson,0.0,0.1,0.0,0.4,2.8,0.0,0.0,0.8,HOU,4,2022,RB,,,,,,,,,,,,,,,,,,,
Jonathan Ward,0.4,1.7,0.0,0.2,1.9,0.0,0.0,0.7,NYG,4,2022,RB,,,,,,,,,,,,,,,,,,,
Kene Nwangwu,1.0,3.6,0.0,0.1,0.4,0.0,0.0,0.5,NYJ,4,2022,RB,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0%,NYJ,RB
Michael Burton,0.5,1.4,0.0,0.2,1.2,0.0,0.0,0.5,DEN,4,2022,RB,,,,,,,,,,,,,,,,,,,
Nick Bellore,0.0,0.1,0.0,0.1,0.5,0.0,0.0,0.2,WAS,4,2022,RB,,,,,,,,,,,,,,,,,,,
Saquon Barkley,20.1,93.5,0.7,4.2,30.3,0.1,0.1,20.8,PHI,5,2022,RB,13.0,13.0,70.0,5.4,40.0,1.0,1.0,3.0,6.0,36.0,12.0,0.0,0.0,1.0,19.6,19.6,99.5%,PHI,RB
Austin Ekeler,13.1,57.4,0.6,5.2,42.3,0.3,0.1,20.1,WAS,5,2022,RB,2.0,16.0,173.0,10.8,71.0,2.0,1.0,4.0,4.0,26.0,6.5,1.0,0.0,1.0,35.9,35.9,53.3%,WAS,RB
Christian McCaffrey,16.5,65.7,0.5,5.2,38.9,0.2,0.1,19.4,SF,5,2022,RB,9.0,14.0,54.0,3.9,19.0,0.0,1.0,7.0,12.0,50.0,7.1,0.0,0.0,1.0,23.4,23.4,99.2%,SF,RB
Derrick Henry,21.7,93.8,0.7,2.4,20.2,0.1,0.1,18.5,BAL,5,2022,RB,5.0,28.0,102.0,3.6,15.0,0.0,2.0,2.0,2.0,30.0,15.0,0.0,0.0,1.0,27.2,27.2,99.4%,BAL,RB
Joe Mixon,17.9,69.3,0.6,3.5,27.6,0.1,0.1,17.7,HOU,5,2022,RB,28.0,14.0,78.0,5.6,12.0,0.0,0.0,3.0,3.0,10.0,3.3,0.0,0.0,1.0,11.8,11.8,92.1%,HOU,RB
Alvin Kamara,14.7,64.2,0.6,3.5,29.8,0.2,0.1,17.6,NO,5,2022,RB,8.0,23.0,103.0,4.5,13.0,0.0,0.0,6.0,6.0,91.0,15.2,0.0,1.0,1.0,23.4,23.4,96.2%,NO,RB
Aaron Jones Sr.,13.5,69.9,0.6,3.3,27.8,0.2,0.1,17.4,MIN,5,2022,RB,32.0,13.0,63.0,4.8,11.0,0.0,0.0,2.0,3.0,17.0,8.5,0.0,0.0,1.0,10.0,10.0,88.4%,MIN,RB
Nick Chubb,18.2,97.8,0.8,1.6,11.4,0.1,0.1,17.3,HOU,5,2022,RB,7.0,17.0,134.0,7.9,41.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25.4,25.4,38.9%,HOU,RB
Josh Jacobs,16.5,68.2,0.7,2.8,21.1,0.0,0.1,15.9,GB,5,2022,RB,3.0,21.0,154.0,7.3,37.0,2.0,1.0,5.0,5.0,39.0,7.8,0.0,0.0,1.0,30.3,30.3,99.3%,GB,RB
Breece Hall,12.7,52.8,0.5,3.5,28.5,0.2,0.1,15.4,NYJ,5,2022,RB,4.0,18.0,97.0,5.4,17.0,0.0,1.0,2.0,2.0,100.0,50.0,0.0,0.0,1.0,27.7,27.7,96.3%,NYJ,RB
Clyde Edwards-Helaire,11.7,52.4,0.5,2.8,21.9,0.2,0.1,14.5,NO,5,2022,RB,47.0,9.0,15.0,1.7,8.0,0.0,0.0,3.0,4.0,20.0,6.7,0.0,0.0,1.0,6.5,6.5,0.8%,NO,RB
Miles Sanders,15.6,75.7,0.6,1.8,12.3,0.1,0.1,14.5,DAL,5,2022,RB,38.0,15.0,58.0,3.9,12.0,0.0,0.0,2.0,3.0,6.0,3.0,0.0,0.0,1.0,8.4,8.4,8.2%,DAL,RB
Rhamondre Stevenson,13.3,59.9,0.6,2.6,19.9,0.0,0.1,14.5,NE,5,2022,RB,14.0,25.0,161.0,6.4,49.0,2.0,0.0,2.0,2.0,14.0,7.0,0.0,0.0,1.0,19.5,19.5,74.2%,NE,RB
Dameon Pierce,16.2,67.6,0.6,2.5,17.3,0.0,0.1,14.5,HOU,5,2022,RB,11.0,26.0,99.0,3.8,20.0,1.0,1.0,3.0,5.0,14.0,4.7,0.0,0.0,1.0,20.3,20.3,4.3%,HOU,RB
J.K. Dobbins,13.4,56.7,0.6,2.5,18.7,0.1,0.1,14.3,DEN,5,2022,RB,58.0,8.0,44.0,5.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,4.4,74.8%,DEN,RB
Najee Harris,16.4,59.7,0.5,2.9,18.2,0.1,0.1,14.3,LAC,5,2022,RB,45.0,11.0,20.0,1.8,6.0,0.0,0.0,3.0,4.0,16.0,5.3,0.0,0.0,1.0,6.6,6.6,59.0%,LAC,RB
Nyheim Miller-Hines,10.1,42.6,0.4,3.8,29.3,0.1,0.1,14.0,LAC,5,2022,RB,68.0,1.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,5.0,5.0,0.0,0.0,1.0,1.8,1.8,0.0%,LAC,RB
David Montgomery,15.0,61.0,0.5,2.3,18.8,0.1,0.1,13.8,DET,5,2022,RB,16.0,12.0,20.0,1.7,9.0,0.0,1.0,4.0,4.0,62.0,15.5,0.0,0.0,1.0,18.2,18.2,93.1%,DET,RB
Jeff Wilson Jr.,17.8,70.8,0.6,1.7,12.9,0.0,0.2,13.5,SF,5,2022,RB,12.0,17.0,120.0,7.1,41.0,2.0,1.0,1.0,2.0,12.0,12.0,0.0,0.0,1.0,20.2,20.2,1.0%,SF,RB
Devin Singletary,11.8,50.8,0.3,3.4,26.5,0.1,0.1,13.2,NYG,5,2022,RB,51.0,6.0,42.0,7.0,23.0,1.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,5.6,5.6,3.2%,NYG,RB
James Conner,12.9,53.9,0.4,2.7,19.8,0.1,0.1,13.0,ARI,5,2022,RB,40.0,9.0,55.0,6.1,17.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,1.0,7.3,7.3,93.6%,ARI,RB
A.J. Dillon,12.7,55.5,0.4,2.2,18.1,0.1,0.1,12.4,PHI,5,2022,RB,61.0,6.0,34.0,5.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,3.4,3.2%,PHI,RB
Kareem Hunt,10.2,44.4,0.3,2.6,19.2,0.1,0.0,11.5,KC,5,2022,RB,20.0,11.0,47.0,4.3,17.0,0.0,1.0,3.0,3.0,10.0,3.3,0.0,0.0,1.0,14.7,14.7,19.6%,KC,RB
Raheem Mostert,13.7,58.1,0.4,1.5,12.3,0.1,0.1,10.7,LV,5,2022,RB,15.0,18.0,113.0,6.3,24.0,2.0,1.0,1.0,3.0,9.0,9.0,0.0,0.0,1.0,19.2,19.2,8.2%,LV,RB
Travis Etienne Jr.,9.3,41.2,0.2,2.5,21.0,0.1,0.1,10.5,JAC,5,2022,RB,22.0,10.0,71.0,7.1,30.0,1.0,0.0,3.0,5.0,43.0,14.3,0.0,0.0,1.0,14.4,14.4,80.3%,JAC,RB
Antonio Gibson,11.5,47.9,0.3,1.9,15.0,0.0,0.1,10.1,NE,5,2022,RB,44.0,3.0,6.0,2.0,3.0,0.0,0.0,3.0,4.0,33.0,11.0,0.0,0.0,1.0,6.9,6.9,3.5%,NE,RB
Tyler Allgeier,13.1,56.0,0.3,1.6,12.1,0.0,0.1,10.0,ATL,5,2022,RB,57.0,13.0,45.0,3.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,34.2%,ATL,RB
Tony Pollard,9.0,37.3,0.2,2.6,20.8,0.1,0.1,9.8,TEN,5,2022,RB,21.0,8.0,86.0,10.8,57.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.6,14.6,86.7%,TEN,RB
Michael Carter,9.1,38.6,0.2,2.2,17.9,0.1,0.0,9.4,ARI,5,2022,RB,17.0,10.0,21.0,2.1,8.0,0.0,2.0,2.0,2.0,12.0,6.0,0.0,0.0,1.0,17.3,17.3,1.1%,ARI,RB
Cam Akers,11.7,47.0,0.3,0.8,6.0,0.0,0.2,7.7,NO,5,2022,RB,63.0,13.0,33.0,2.5,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.3,3.3,1.4%,NO,RB
Khalil Herbert,10.7,46.7,0.3,1.3,8.8,0.0,0.0,8.6,IND,5,2022,RB,71.0,4.0,11.0,2.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,2.4%,IND,RB
